pairs,sub
Na Si,0.0003
Na Sm,0.0256
Na Sn,0.0042
Na Sr,0.0744
Na Ta,0.0029
Na Tb,0.0159
Na Tc,0.0017
Na Te,0.0012
Na Th,0.012
Na Ti,0.0051
Na Tl,0.0368
Na Tm,0.0141
Na U,0.0073
Na V,0.0089
Na W,0.001
Na Y,0.0178
Na Yb,0.0535
Na Zn,0.0055
Na Zr,0.0099
Nb Nd,0.006
Nb Ni,0.0074
Nb Np,0.0151
Nb O,0.0
Nb Os,0.0178
Nb P,0.004
Nb Pa,0.0278
Nb Pb,0.0028
Nb Pd,0.0063
Nb Pm,0.0003
Nb Pr,0.0051
Nb Pt,0.0054
Nb Pu,0.0094
Nb Rb,0.001
Nb Re,0.0364
Nb Rh,0.008
Nb Ru,0.0183
Nb S,0.0005
Nb Sb,0.0224
Nb Sc,0.0532
Nb Se,0.0009
Nb Si,0.0036
Nb Sm,0.0083
Nb Sn,0.0108
Nb Sr,0.0031
Nb Ta,0.7002
Nb Tb,0.0089
Nb Tc,0.0387
Nb Te,0.0029
Nb Th,0.0088
Nb Ti,0.1826
Nb Tl,0.0022
Nb Tm,0.0177
Nb U,0.0267
Nb V,0.1422
Nb W,0.114
Nb Y,0.0105
Nb Yb,0.0071
Nb Zn,0.0057
Nb Zr,0.0904
Nd Ni,0.0011
Nd Np,0.023
Nd O,0.0002
Nd Os,0.001
Nd P,0.001
Nd Pa,0.043
Nd Pb,0.0101
Nd Pd,0.0023
Nd Pm,0.007
Nd Pr,0.7693
Nd Pt,0.0011
Nd Pu,0.0245
Nd Rb,0.0044
Nd Re,0.0014
Nd Rh,0.0014
Nd Ru,0.002
Nd S,0.0003
Nd Sb,0.0048
Nd Sc,0.0583
Nd Se,0.0007
Nd Si,0.0012
Nd Sm,0.416
Nd Sn,0.0037
Nd Sr,0.0648
Nd Ta,0.0048
Nd Tb,0.3061
Nd Tc,0.0023
Nd Te,0.0009
Nd Th,0.143
Nd Ti,0.0061
Nd Tl,0.0072
Nd Tm,0.1546
Nd U,0.0235
Nd V,0.0037
Nd W,0.0011
Nd Y,0.2646
Nd Yb,0.0906
Nd Zn,0.0022
Nd Zr,0.0316
Ni Np,0.0021
Ni O,0.0003
Ni Os,0.0476
Ni P,0.0062
Ni Pa,0.0027
Ni Pb,0.0056
Ni Pd,0.1198
Ni Pm,0.0009
Ni Pr,0.0013
Ni Pt,0.1354
Ni Pu,0.0013
Ni Rb,0.0015
Ni Re,0.0113
Ni Rh,0.1012
Ni Ru,0.0698
Ni S,0.0037
Ni Sb,0.0049
Ni Sc,0.0069
Ni Se,0.0042
Ni Si,0.0123
Ni Sm,0.0013
Ni Sn,0.0091
Ni Sr,0.0032
Ni Ta,0.0059
Ni Tb,0.0019
Ni Tc,0.0341
Ni Te,0.0025
Ni Th,0.0016
Ni Ti,0.0059
Ni Tl,0.004
Ni Tm,0.0026
Ni U,0.002
Ni V,0.0154
Ni W,0.0075
Ni Y,0.0023
Ni Yb,0.0049
Ni Zn,0.0544
Ni Zr,0.0036
N Na,0.0001
N Nb,0.0005
N Nd,0.0
N Ni,0.0009
N Np,0.001
N O,0.0116
N Os,0.0009
N P,0.0097
N Pa,0.0011
N Pb,0.0005
N Pd,0.0008
N Pm,0.0
Np O,0.0001
Np Os,0.0091
Np P,0.0014
Np Pa,0.1026
Np Pb,0.0052
Np Pd,0.0026
Np Pm,0.0082
Np Pr,0.0192
Np Pt,0.0032
Np Pu,0.2245
N Pr,0.0
Np Rb,0.0032
Np Re,0.012
Np Rh,0.0031
Np Ru,0.0051
Np S,0.0018
Np Sb,0.0099
Np Sc,0.0188
Np Se,0.0033
Np Si,0.0008
Np Sm,0.0334
Np Sn,0.0031
Np Sr,0.016
N Pt,0.0011
Np Ta,0.0173
Np Tb,0.0205
Np Tc,0.0131
Np Te,0.0155
Np Th,0.0425
Np Ti,0.0073
Np Tl,0.0041
Np Tm,0.0212
Np U,0.1781
N Pu,0.0007
Np V,0.0092
Np W,0.027
Np Y,0.0197
Np Yb,0.0205
Np Zn,0.0023
Np Zr,0.0232
N Rb,0.0001
N Re,0.0003
N Rh,0.0007
N Ru,0.0009
N S,0.0136
N Sb,0.0026
N Sc,0.0002
N Se,0.0081
N Si,0.0022
N Sm,0.0001
N Sn,0.0007
N Sr,0.0001
N Ta,0.0005
N Tb,0.0
N Tc,0.0008
N Te,0.002
N Th,0.0
N Ti,0.0003
N Tl,0.0003
N Tm,0.0001
N U,0.0008
N V,0.0005
N W,0.0003
N Y,0.0
N Yb,0.0002
N Zn,0.0014
N Zr,0.0002
O Os,0.0003
O P,0.0018
O Pa,0.0001
O Pb,0.0001
O Pd,0.0001
O Pm,0.0
O Pr,0.0001
O Pt,0.0003
O Pu,0.0001
O Rb,0.0005
O Re,0.0
O Rh,0.0002
O Ru,0.0007
O S,0.0091
O Sb,0.0005
O Sc,0.0002
O Se,0.0077
O Si,0.0009
O Sm,0.0001
O Sn,0.0005
Os P,0.0067
Os Pa,0.0076
Os Pb,0.0046
Os Pd,0.047
Os Pm,0.0003
Os Pr,0.0013
Os Pt,0.0708
Os Pu,0.0071
O Sr,0.0004
Os Rb,0.0003
Os Re,0.1391
Os Rh,0.1129
Os Ru,0.3382
Os S,0.0032
Os Sb,0.0118
Os Sc,0.005
Os Se,0.0056
Os Si,0.0098
Os Sm,0.0014
Os Sn,0.0053
Os Sr,0.0005
Os Ta,0.0204
Os Tb,0.0012
Os Tc,0.233
Os Te,0.0066
Os Th,0.0014
Os Ti,0.0084
Os Tl,0.0015
Os Tm,0.0021
Os U,0.0092
Os V,0.0257
Os W,0.0553
Os Y,0.0017
Os Yb,0.0006
Os Zn,0.0183
Os Zr,0.0046
O Ta,0.0
O Tb,0.0001
O Tc,0.0001
O Te,0.002
O Th,0.0
O Ti,0.0
O Tl,0.0002
O Tm,0.0002
O U,0.0
O V,0.0
O W,0.0
O Y,0.0001
O Yb,0.0006
O Zn,0.0005
O Zr,0.0
Pa Pb,0.0047
Pa Pd,0.0028
Pa Pm,0.0063
Pa Pr,0.0361
Pa Pt,0.0033
Pa Pu,0.0708
Pa Rb,0.0014
Pa Re,0.0067
Pa Rh,0.0031
Pa Ru,0.0046
Pa S,0.0007
Pa Sb,0.0085
Pa Sc,0.0295
Pa Se,0.0017
Pa Si,0.0015
Pa Sm,0.0486
Pa Sn,0.0063
Pa Sr,0.0163
Pa Ta,0.0292
Pa Tb,0.0508
Pa Tc,0.0081
Pa Te,0.0042
Pa Th,0.1534
Pa Ti,0.0179
Pa Tl,0.0018
Pa Tm,0.0507
Pa U,0.1895
Pa V,0.0147
Pa W,0.0154
Pa Y,0.0503
Pa Yb,0.045
Pa Zn,0.0035
Pa Zr,0.0602
Pb Pd,0.0102
Pb Pm,0.0
Pb Pr,0.0115
Pb Pt,0.0134
Pb Pu,0.0072
Pb Rb,0.0043
Pb Re,0.0021
Pb Rh,0.0066
Pb Ru,0.0055
Pb S,0.0036
Pb Sb,0.0514
Pb Sc,0.0045
Pb Se,0.0066
Pb Si,0.0231
Pb Sm,0.01
Pb Sn,0.242
Pb Sr,0.0352
Pb Ta,0.0028
Pb Tb,0.0064
Pb Tc,0.0052
Pb Te,0.0118
Pb Th,0.0067
Pb Ti,0.0071
Pb Tl,0.0929
Pb Tm,0.0047
Pb U,0.0042
Pb V,0.0094
Pb W,0.004
Pb Y,0.0071
Pb Yb,0.0218
Pb Zn,0.0167
Pb Zr,0.0075
Pd Pm,0.0012
Pd Pr,0.0028
Pd Pt,0.3348
Pd Pu,0.0023
Pd Rb,0.0008
Pd Re,0.0098
Pd Rh,0.1337
Pd Ru,0.0648
Pd S,0.0036
Pd Sb,0.0073
Pd Sc,0.0037
Pd Se,0.0052
Pd Si,0.0076
Pd Sm,0.0025
Pd Sn,0.0118
Pd Sr,0.0041
Pd Ta,0.0055
Pd Tb,0.0019
Pd Tc,0.0322
Pd Te,0.004
Pd Th,0.0021
Pd Ti,0.0074
Pd Tl,0.0072
Pd Tm,0.0019
Pd U,0.002
Pd V,0.0107
Pd W,0.0073
Pd Y,0.0026
Pd Yb,0.0047
Pd Zn,0.0474
Pd Zr,0.0073
Pm Pr,0.0069
Pm Pt,0.0008
Pm Pu,0.0167
Pm Rb,0.0005
Pm Re,0.0
Pm Rh,0.0008
Pm Ru,0.0003
Pm S,0.0002
Pm Sb,0.0
Pm Sc,0.0018
Pm Se,0.0
Pm Si,0.0001
Pm Sm,0.0052
Pm Sn,0.0001
Pm Sr,0.0049
Pm Ta,0.0004
Pm Tb,0.0031
Pm Tc,0.0007
Pm Te,0.0006
Pm Th,0.0054
Pm Ti,0.0008
Pm Tl,0.0018
Pm Tm,0.0025
Pm U,0.0034
Pm V,0.0006
Pm W,0.0002
Pm Y,0.003
Pm Yb,0.0051
Pm Zn,0.001
Pm Zr,0.0018
P Pa,0.0019
P Pb,0.0085
P Pd,0.0043
P Pm,0.0
P Pr,0.0009
P Pt,0.0074
P Pu,0.0008
P Rb,0.0004
P Re,0.0027
P Rh,0.0065
Pr Pt,0.0012
Pr Pu,0.0219
Pr Rb,0.0044
Pr Re,0.0015
Pr Rh,0.0022
Pr Ru,0.0017
Pr S,0.0003
Pr Sb,0.0044
Pr Sc,0.0436
Pr Se,0.0007
Pr Si,0.0009
Pr Sm,0.3256
Pr Sn,0.0034
Pr Sr,0.0671
Pr Ta,0.0039
Pr Tb,0.2252
Pr Tc,0.0027
Pr Te,0.0007
Pr Th,0.1293
Pr Ti,0.0056
Pr Tl,0.0073
Pr Tm,0.116
Pr U,0.0189
P Ru,0.0054
Pr V,0.0037
Pr W,0.0008
Pr Y,0.197
Pr Yb,0.0964
Pr Zn,0.0022
Pr Zr,0.0226
P S,0.0214
P Sb,0.0333
P Sc,0.0021
P Se,0.0215
P Si,0.0727
P Sm,0.0011
P Sn,0.0165
P Sr,0.0006
P Ta,0.0046
P Tb,0.0012
P Tc,0.0046
P Te,0.0063
P Th,0.001
P Ti,0.0022
P Tl,0.002
P Tm,0.0018
Pt Pu,0.0021
Pt Rb,0.0002
Pt Re,0.0112
Pt Rh,0.1903
Pt Ru,0.0932
Pt S,0.0039
Pt Sb,0.0117
Pt Sc,0.0023
Pt Se,0.0061
Pt Si,0.0148
Pt Sm,0.001
Pt Sn,0.0203
Pt Sr,0.0011
Pt Ta,0.0057
Pt Tb,0.0011
Pt Tc,0.0357
Pt Te,0.0051
Pt Th,0.0016
Pt Ti,0.005
Pt Tl,0.0051
Pt Tm,0.0013
Pt U,0.0027
Pt V,0.009
Pt W,0.0079
Pt Y,0.0015
Pt Yb,0.002
Pt Zn,0.0479
Pt Zr,0.0061
P U,0.0023
Pu Rb,0.0046
Pu Re,0.0071
Pu Rh,0.0026
Pu Ru,0.0041
Pu S,0.0011
Pu Sb,0.0077
Pu Sc,0.0114
Pu Se,0.0027
Pu Si,0.0003
Pu Sm,0.0385
Pu Sn,0.0031
Pu Sr,0.0165
Pu Ta,0.0088
Pu Tb,0.0209
Pu Tc,0.0084
Pu Te,0.0086
Pu Th,0.0316
Pu Ti,0.0064
Pu Tl,0.0053
Pu Tm,0.0202
Pu U,0.0784
Pu V,0.0082
Pu W,0.0141
Pu Y,0.0186
Pu Yb,0.023
Pu Zn,0.002
Pu Zr,0.0129
P V,0.0093
P W,0.0024
P Y,0.0014
P Yb,0.0004
P Zn,0.0092
P Zr,0.0016
Rb Re,0.0003
Rb Rh,0.0005
Rb Ru,0.0005
Rb S,0.001
Rb Sb,0.0013
Rb Sc,0.0013
Rb Se,0.0017
Rb Si,0.0003
Rb Sm,0.0039
Rb Sn,0.0012
Rb Sr,0.0235
Rb Ta,0.0005
Rb Tb,0.0018
Rb Tc,0.0005
Rb Te,0.0013
Rb Th,0.0017
Rb Ti,0.0017
Rb Tl,0.0615
Rb Tm,0.0017
Rb U,0.0021
Rb V,0.0027
Rb W,0.0004
Rb Y,0.0021
Rb Yb,0.0098
Rb Zn,0.0017
Rb Zr,0.0006
Re Rh,0.0298
Re Ru,0.091
Re S,0.001
Re Sb,0.0054
Re Sc,0.0085
Re Se,0.0027
Re Si,0.0037
Re Sm,0.0016
Re Sn,0.0023
Re Sr,0.0005
Re Ta,0.0454
Re Tb,0.0012
Re Tc,0.3492
Re Te,0.0042
Re Th,0.0015
Re Ti,0.04
Re Tl,0.0007
Re Tm,0.0017
Re U,0.0108
Re V,0.0674
Re W,0.1722
Re Y,0.001
Re Yb,0.0015
Re Zn,0.008
Re Zr,0.0107
Rh Ru,0.194
Rh S,0.0031
Rh Sb,0.0094
Rh Sc,0.009
Rh Se,0.0052
Rh Si,0.0095
Rh Sm,0.0021
Rh Sn,0.0094
Rh Sr,0.0009
Rh Ta,0.0092
Rh Tb,0.0026
Rh Tc,0.0597
Rh Te,0.0034
Rh Th,0.0012
Rh Ti,0.009
Rh Tl,0.0052
Rh Tm,0.0038
Rh U,0.0036
Rh V,0.0198
Rh W,0.0163
Rh Y,0.0024
Rh Yb,0.0015
Rh Zn,0.0329
Rh Zr,0.006
Ru S,0.0027
Ru Sb,0.013
Ru Sc,0.007
Ru Se,0.0054
Ru Si,0.0086
Ru Sm,0.0021
Ru Sn,0.0067
Ru Sr,0.0009
Ru Ta,0.0227
Ru Tb,0.0023
Ru Tc,0.1623
Ru Te,0.0039
Ru Th,0.0017
Ru Ti,0.0137
Ru Tl,0.002
Ru Tm,0.0032
Ru U,0.0057
Ru V,0.0248
Ru W,0.0419
Ru Y,0.0025
Ru Yb,0.0011
Ru Zn,0.0219
Ru Zr,0.0087
Sb Sc,0.0074
Sb Se,0.0146
Sb Si,0.0194
Sb Sm,0.0067
Sb Sn,0.0981
Sb Sr,0.0024
Sb Ta,0.0347
Sb Tb,0.0051
Sb Tc,0.0085
Sb Te,0.041
Sb Th,0.003
Sb Ti,0.0082
Sb Tl,0.0195
Sb Tm,0.0053
Sb U,0.0109
Sb V,0.0138
Sb W,0.0164
Sb Y,0.0049
Sb Yb,0.0036
Sb Zn,0.0142
Sb Zr,0.0062
Sc Se,0.0007
Sc Si,0.0066
Sc Sm,0.0673
Sc Sn,0.0099
Sc Sr,0.0141
Sc Ta,0.0408
Sc Tb,0.1012
Sc Tc,0.0134
Sc Te,0.001
Sc Th,0.034
Sc Ti,0.0761
Sc Tl,0.0067
Sc Tm,0.191
Sc U,0.023
Sc V,0.0367
Sc W,0.021
Sc Y,0.112
Sc Yb,0.0503
Sc Zn,0.0157
Sc Zr,0.1473
Se Si,0.0094
Se Sm,0.0007
Se Sn,0.0074
Se Sr,0.0007
Se Ta,0.0011
Se Tb,0.0004
Se Tc,0.0062
Se Te,0.1212
Se Th,0.001
Se Ti,0.0026
Se Tl,0.0039
Se Tm,0.0004
Se U,0.0032
Se V,0.0035
Se W,0.0029
Se Y,0.0004
Se Yb,0.001
Se Zn,0.0052
Se Zr,0.0025
Si Sm,0.0005
Si Sn,0.0511
Si Sr,0.0006
Si Ta,0.0048
Si Tb,0.0014
Si Tc,0.0056
Si Te,0.0038
Si Th,0.0014
Si Ti,0.0123
Si Tl,0.006
Si Tm,0.0018
Si U,0.0016
Si V,0.0075
Si W,0.0033
Si Y,0.0018
Si Yb,0.0013
Si Zn,0.029
Si Zr,0.0041
Sm Sn,0.0041
Sm Sr,0.0572
Sm Ta,0.0067
Sm Tb,0.2766
Sm Tc,0.0029
Sm Te,0.0009
Sm Th,0.129
Sm Ti,0.0071
Sm Tl,0.0125
Sm Tm,0.1622
Sm U,0.0325
Sm V,0.0066
Sm W,0.002
Sm Y,0.2472
Sm Yb,0.1205
Sm Zn,0.0025
Sm Zr,0.0331
Sn Sr,0.0071
Sn Ta,0.0107
Sn Tb,0.004
Sn Tc,0.0064
Sn Te,0.0095
Sn Th,0.0054
Sn Ti,0.0206
Sn Tl,0.0479
Sn Tm,0.0054
Sn U,0.005
Sn V,0.011
Sn W,0.0069
Sn Y,0.0042
Sn Yb,0.0083
Sn Zn,0.0365
Sn Zr,0.0181
Sr Ta,0.0017
Sr Tb,0.0301
Sr Tc,0.001
Sr Te,0.0012
Sr Th,0.0351
Sr Ti,0.0026
Sr Tl,0.0181
Sr Tm,0.0225
Sr U,0.0108
Sr V,0.0043
Sr W,0.0005
Sr Y,0.0301
Sr Yb,0.1548
Sr Zn,0.0068
Sr Zr,0.011
S Sb,0.0062
S Sc,0.0001
S Se,0.3234
S Si,0.0077
S Sm,0.0005
S Sn,0.0035
S Sr,0.0005
S Ta,0.0005
S Tb,0.0002
S Tc,0.0029
S Te,0.0593
S Th,0.0005
S Ti,0.0006
S Tl,0.0034
S Tm,0.0001
S U,0.0024
S V,0.0013
S W,0.001
S Y,0.0002
S Yb,0.0006
S Zn,0.0049
S Zr,0.0006
Ta Tb,0.0077
Ta Tc,0.0384
Ta Te,0.0032
Ta Th,0.0066
Ta Ti,0.1668
Ta Tl,0.0015
Ta Tm,0.0143
Ta U,0.0314
Ta V,0.1411
Ta W,0.1341
Ta Y,0.0086
Ta Yb,0.0064
Ta Zn,0.0071
Ta Zr,0.0646
Tb Tc,0.0025
Tb Te,0.0007
Tb Th,0.1224
Tb Ti,0.009
Tb Tl,0.0071
Tb Tm,0.3938
Tb U,0.023
Tb V,0.0059
Tb W,0.0024
Tb Y,0.7051
Tb Yb,0.107
Tb Zn,0.0028
Tb Zr,0.0518
Tc Te,0.0055
Tc Th,0.0024
Tc Ti,0.0316
Tc Tl,0.0019
Tc Tm,0.0038
Tc U,0.0093
Tc V,0.0631
Tc W,0.1205
Tc Y,0.003
Tc Yb,0.0022
Tc Zn,0.0126
Tc Zr,0.0189
Te Th,0.0019
Te Ti,0.0023
Te Tl,0.0051
Te Tm,0.0008
Te U,0.0107
Te V,0.0044
Te W,0.019
Te Y,0.0006
Te Yb,0.0014
Te Zn,0.0029
Te Zr,0.0028
Th Ti,0.0148
Th Tl,0.0018
Th Tm,0.0873
Th U,0.0597
Th V,0.0045
Th W,0.0017
Th Y,0.1092
Th Yb,0.0529
Th Zn,0.0016
Th Zr,0.071
Ti Tl,0.0027
Ti Tm,0.0158
Ti U,0.0118
Ti V,0.1273
Ti W,0.0745
Ti Y,0.0093
Ti Yb,0.007
Ti Zn,0.0136
Ti Zr,0.1653
Tl Tm,0.0062
Tl U,0.0022
Tl V,0.0044
Tl W,0.0013
Tl Y,0.007
Tl Yb,0.0135
Tl Zn,0.0188
Tl Zr,0.0019
Tm U,0.0268
Tm V,0.0088
Tm W,0.0045
Tm Y,0.398
Tm Yb,0.0936
Tm Zn,0.0043
Tm Zr,0.0703
U V,0.0143
U W,0.0242
U Y,0.0238
U Yb,0.0231
U Zn,0.0024
U Zr,0.0314
V W,0.1193
V Y,0.0059
V Yb,0.0088
V Zn,0.0099
V Zr,0.0411
W Y,0.0023
W Yb,0.0038
W Zn,0.0052
W Zr,0.0218
Yb Zn,0.0104
Yb Zr,0.0286
Y Yb,0.1104
Y Zn,0.0031
Y Zr,0.0528
Zn Zr,0.0079
