pairs,sub,sub_a2v
O Si,0.0009,0.03866179635191358
O Sm,0.0001,0.029854834531962148
O Sn,0.0005,0.05021505933353722
Os P,0.0067,0.1613601403760091
Os Pa,0.0076,0.4657159178967402
Os Pb,0.0046,0.2552449274337373
Os Pd,0.047,0.602717633608067
Os Pm,0.0003,0.3205932939253942
Os Pr,0.0013,0.16936660970877113
Os Pt,0.0708,0.7414864883936921
Os Pu,0.0071,0.4236475067881857
O Sr,0.0004,0.0392922626721614
Os Rb,0.0003,0.16133539941338462
Os Re,0.1391,0.8596172003854482
Os Rh,0.1129,0.8874128646069847
Os Ru,0.3382,0.9823766278673837
Os S,0.0032,0.0924529669169106
Os Sb,0.0118,0.22034135575872849
Os Sc,0.005,0.27834334042473585
Os Se,0.0056,0.15843526719362946
Os Si,0.0098,0.20226914984034058
Os Sm,0.0014,0.16799596254575036
Os Sn,0.0053,0.18447767079172844
Os Sr,0.0005,0.131010861684311
Os Ta,0.0204,0.39087410983273846
Os Tb,0.0012,0.18380549841009888
Os Tc,0.233,0.952836334452142
Os Te,0.0066,0.3344355812888768
Os Th,0.0014,0.3588901186207544
Os Ti,0.0084,0.36001819729651224
Os Tl,0.0015,0.3091493269054554
Os Tm,0.0021,0.1601562450705372
Os U,0.0092,0.3625791879558539
Os V,0.0257,0.4277071568743846
Os W,0.0553,0.5036708276301408
Os Y,0.0017,0.1714632854886799
Os Yb,0.0006,0.19549390053644736
Os Zn,0.0183,0.32895091994835046
Os Zr,0.0046,0.30378844212658934
O Ta,0.0,0.033487603394845564
O Tb,0.0001,0.03537510606937208
O Tc,0.0001,0.06020680309753471
O Te,0.002,0.15988379814712805
O Th,0.0,0.07439119268892097
O Ti,0.0,0.039412669031645586
O Tl,0.0002,0.06179227000195903
O Tm,0.0002,0.03520254725796548
O U,0.0,0.04016278470669663
O V,0.0,0.024557984791192478
O W,0.0,0.025894408002001025
O Y,0.0001,0.04283208707548855
O Yb,0.0006,0.04631074894854639
O Zn,0.0005,0.053319979138502435
O Zr,0.0,0.0579413263024169
Pa Pb,0.0047,0.48522031435716234
Pa Pd,0.0028,0.4534650772348878
Pa Pm,0.0063,0.7482228689912506
Pa Pr,0.0361,0.5168005970676596
Pa Pt,0.0033,0.4965874425435837
Pa Pu,0.0708,0.8919570668739174
Pa Rb,0.0014,0.3744896584166723
Pa Re,0.0067,0.7063561254024003
Pa Rh,0.0031,0.3886197550148757
Pa Ru,0.0046,0.38360801598956434
Pa S,0.0007,0.1691150479117089
Pa Sb,0.0085,0.45968004458352324
Pa Sc,0.0295,0.7646534139623617
Pa Se,0.0017,0.2702189477843879
Pa Si,0.0015,0.3135909454478257
Pa Sm,0.0486,0.5566134099026858
Pa Sn,0.0063,0.42585108183443504
Pa Sr,0.0163,0.3509578518365325
Pa Ta,0.0292,0.8264831909675822
Pa Tb,0.0508,0.5722251216754682
Pa Tc,0.0081,0.6438775852601989
Pa Te,0.0042,0.5182568444999024
Pa Th,0.1534,0.8904209673100236
Pa Ti,0.0179,0.7891352520834273
Pa Tl,0.0018,0.47859193993270516
Pa Tm,0.0507,0.5539174156166256
Pa U,0.1895,0.8829953925365979
Pa V,0.0147,0.7184492106935912
Pa W,0.0154,0.7161191025297254
Pa Y,0.0503,0.5779808570447756
Pa Yb,0.045,0.6269046432706643
Pa Zn,0.0035,0.4172681592980023
Pa Zr,0.0602,0.8488283768530358
Pb Pd,0.0102,0.35696179406334716
Pb Pm,0.0,0.5102619889501959
Pb Pr,0.0115,0.21509366758440232
Pb Pt,0.0134,0.3596308438083794
Pb Pu,0.0072,0.49011508862968595
Pb Rb,0.0043,0.24166837260759869
Pb Re,0.0021,0.2740415544827195
Pb Rh,0.0066,0.25957041301753525
Pb Ru,0.0055,0.2138366833876624
Pb S,0.0036,0.08889861704739918
Pb Sb,0.0514,0.5165401603335821
Pb Sc,0.0045,0.34036121411806675
Pb Se,0.0066,0.1440312494374653
Pb Si,0.0231,0.268628993900702
Pb Sm,0.01,0.26680447306774285
Pb Sn,0.242,0.8622007547552156
Pb Sr,0.0352,0.6144371231486064
Pb Ta,0.0028,0.1823910716678101
Pb Tb,0.0064,0.22425156961517287
Pb Tc,0.0052,0.3058806184016302
Pb Te,0.0118,0.3175540974624803
Pb Th,0.0067,0.42205494473748584
Pb Ti,0.0071,0.33136078723106716
Pb Tl,0.0929,0.6497577896795131
Pb Tm,0.0047,0.24617910905842183
Pb U,0.0042,0.2805274346801731
Pb V,0.0094,0.33426013584335723
Pb W,0.004,0.2895526638390326
Pb Y,0.0071,0.26226674169927616
Pb Yb,0.0218,0.5009090694290139
Pb Zn,0.0167,0.5597259148234895
Pb Zr,0.0075,0.27966727212027903
Pd Pm,0.0012,0.4885776080561773
Pd Pr,0.0028,0.20626122626368482
Pd Pt,0.3348,0.9737203773787985
Pd Pu,0.0023,0.40037959799586426
Pd Rb,0.0008,0.05913725795387787
Pd Re,0.0098,0.3994695537413153
Pd Rh,0.1337,0.8608673518490989
Pd Ru,0.0648,0.6684642498947375
Pd S,0.0036,0.1321079448815015
Pd Sb,0.0073,0.18737416499766252
Pd Sc,0.0037,0.3174613673955556
Pd Se,0.0052,0.1955152385896311
Pd Si,0.0076,0.13565794837243889
Pd Sm,0.0025,0.2130474675549326
Pd Sn,0.0118,0.27456335733263515
Pd Sr,0.0041,0.22724078718073512
Pd Ta,0.0055,0.18828326247432628
Pd Tb,0.0019,0.19147586037019096
Pd Tc,0.0322,0.6121255059912907
Pd Te,0.004,0.3635638916504399
Pd Th,0.0021,0.388114473617221
Pd Ti,0.0074,0.24564361708596977
Pd Tl,0.0072,0.38105078595134095
Pd Tm,0.0019,0.1939954056857496
Pd U,0.002,0.28019180714774483
Pd V,0.0107,0.15529816053544376
Pd W,0.0073,0.19693809351593852
Pd Y,0.0026,0.20638471574296213
Pd Yb,0.0047,0.25757866971303645
Pd Zn,0.0474,0.49888669783682127
Pd Zr,0.0073,0.29691252736734186
Pm Pr,0.0069,0.7241452751318123
Pm Pt,0.0008,0.47175147083268903
Pm Pu,0.0167,0.8924022823273478
Pm Rb,0.0005,0.2311487911419474
Pm Re,0.0,0.32145979094602395
Pm Rh,0.0008,0.4032741911497609
Pm Ru,0.0003,0.28898401021032627
Pm S,0.0002,0.1358576408709823
Pm Sb,0.0,0.3432470891740349
Pm Sc,0.0018,0.8445630363297919
Pm Se,0.0,0.2006320336396119
Pm Si,0.0001,0.15254017194345712
Pm Sm,0.0052,0.8344173409533406
Pm Sn,0.0001,0.35648844661188034
Pm Sr,0.0049,0.4363950984365519
Pm Ta,0.0004,0.32601177033921824
Pm Tb,0.0031,0.8345037060485584
Pm Tc,0.0007,0.3845479803453791
Pm Te,0.0006,0.3680784286090608
Pm Th,0.0054,0.8333736488415973
Pm Ti,0.0008,0.3729189521546885
Pm Tl,0.0018,0.49093011756875443
Pm Tm,0.0025,0.8236720848850704
Pm U,0.0034,0.7007297942640133
Pm V,0.0006,0.23622072528184118
Pm W,0.0002,0.20174268591627226
Pm Y,0.003,0.8654477206276816
Pm Yb,0.0051,0.9089736376816313
Pm Zn,0.001,0.48125780566616716
Pm Zr,0.0018,0.5208519140578983
P Pa,0.0019,0.36573755910619105
P Pb,0.0085,0.013944073129633075
P Pd,0.0043,0.10414611508186597
P Pm,0.0,0.203019033938913
P Pr,0.0009,0.09103322707639593
P Pt,0.0074,0.14455956763432223
P Pu,0.0008,0.23668575812122472
P Rb,0.0004,0.0892289999562102
P Re,0.0027,0.27651576480019907
P Rh,0.0065,0.10716180036307421
Pr Pt,0.0012,0.21015750210189335
Pr Pu,0.0219,0.7866981674593522
Pr Rb,0.0044,0.12891829271521313
Pr Re,0.0015,0.213833652441973
Pr Rh,0.0022,0.17162685136530256
Pr Ru,0.0017,0.12561450959496773
Pr S,0.0003,0.06380332704474706
Pr Sb,0.0044,0.16996695300515957
Pr Sc,0.0436,0.5431122705666389
Pr Se,0.0007,0.09760849942909706
Pr Si,0.0009,0.11104163766717597
Pr Sm,0.3256,0.955535015679329
Pr Sn,0.0034,0.13275320250066178
Pr Sr,0.0671,0.25629967645401663
Pr Ta,0.0039,0.20823832936615871
Pr Tb,0.2252,0.7325565739739833
Pr Tc,0.0027,0.21756258773539727
Pr Te,0.0007,0.19322412573954276
Pr Th,0.1293,0.8129532668234851
Pr Ti,0.0056,0.25940243022938914
Pr Tl,0.0073,0.22875207987576043
Pr Tm,0.116,0.5871243341058237
Pr U,0.0189,0.7244167388412104
P Ru,0.0054,0.13009236420452602
Pr V,0.0037,0.20132833154234753
Pr W,0.0008,0.18749521147274426
Pr Y,0.197,0.6678572794887833
Pr Yb,0.0964,0.6930806070398288
Pr Zn,0.0022,0.14201035110142382
Pr Zr,0.0226,0.3274116871432181
P S,0.0214,0.07637748273814288
P Sb,0.0333,0.6231128252289981
P Sc,0.0021,0.11299540535159826
P Se,0.0215,0.16936569806056512
P Si,0.0727,0.27950281462251725
P Sm,0.0011,0.09527906319161124
P Sn,0.0165,0.00043102321703485596
P Sr,0.0006,0.0632841764392942
P Ta,0.0046,0.3470769474312869
P Tb,0.0012,0.10195716038331619
P Tc,0.0046,0.18072708837472226
P Te,0.0063,0.3198398512944035
P Th,0.001,0.21495450994785098
P Ti,0.0022,0.04503785050787788
P Tl,0.002,0.06666583926410395
P Tm,0.0018,0.08357588028747594
Pt Pu,0.0021,0.4401287064329104
Pt Rb,0.0002,0.08857659127454102
Pt Re,0.0112,0.5383227069436036
Pt Rh,0.1903,0.934452284190373
Pt Ru,0.0932,0.7900204962358718
Pt S,0.0039,0.14182964108698637
Pt Sb,0.0117,0.2274473100093553
Pt Sc,0.0023,0.31138286302021534
Pt Se,0.0061,0.2140945575417499
Pt Si,0.0148,0.21658330309861062
Pt Sm,0.001,0.21109371060333798
Pt Sn,0.0203,0.3067473177877593
Pt Sr,0.0011,0.19807751800067025
Pt Ta,0.0057,0.2595039166799336
Pt Tb,0.0011,0.2014102485916501
Pt Tc,0.0357,0.7298484820330727
Pt Te,0.0051,0.4057148623958417
Pt Th,0.0016,0.42468977144201625
Pt Ti,0.005,0.28737325934158237
Pt Tl,0.0051,0.38447392074901615
Pt Tm,0.0013,0.1903821224679917
Pt U,0.0027,0.3309859882444684
Pt V,0.009,0.2156410202029014
Pt W,0.0079,0.27868462469680955
Pt Y,0.0015,0.1957119814483981
Pt Yb,0.002,0.2435271722394642
Pt Zn,0.0479,0.44949063304806053
Pt Zr,0.0061,0.33226825092798
P U,0.0023,0.26310916008007945
Pu Rb,0.0046,0.33765196198065167
Pu Re,0.0071,0.5709447706395947
Pu Rh,0.0026,0.37993589405832395
Pu Ru,0.0041,0.34885532652802564
Pu S,0.0011,0.14958405579425849
Pu Sb,0.0077,0.3907490994387075
Pu Sc,0.0114,0.8294350752379388
Pu Se,0.0027,0.23244292725817298
Pu Si,0.0003,0.25066192620934685
Pu Sm,0.0385,0.8509086692032684
Pu Sn,0.0031,0.3794150611168258
Pu Sr,0.0165,0.43753323900265645
Pu Ta,0.0088,0.5914650037942203
Pu Tb,0.0209,0.8256685866694414
Pu Tc,0.0084,0.5376866491374411
Pu Te,0.0086,0.44510196019885445
Pu Th,0.0316,0.971461243190725
Pu Ti,0.0064,0.6109576566984343
Pu Tl,0.0053,0.45291176438074493
Pu Tm,0.0202,0.7673556889464883
Pu U,0.0784,0.9165598599216679
Pu V,0.0082,0.5314581367916901
Pu W,0.0141,0.5232438272173917
Pu Y,0.0186,0.8021318861618674
Pu Yb,0.023,0.8568324198109225
Pu Zn,0.002,0.3318035597641033
Pu Zr,0.0129,0.6910398998921489
P V,0.0093,0.25272447384695174
P W,0.0024,0.21513878943242923
P Y,0.0014,0.09793878209157698
P Yb,0.0004,0.13108371412766698
P Zn,0.0092,0.18858206718029258
P Zr,0.0016,0.08025453781680895
Rb Re,0.0003,0.22537178962856186
Rb Rh,0.0005,0.10050798534030651
Rb Ru,0.0005,0.09985707581233791
Rb S,0.001,0.04322841430972386
Rb Sb,0.0013,0.043977062235393063
Rb Sc,0.0013,0.12709042783116767
Rb Se,0.0017,0.06804678606532792
Rb Si,0.0003,0.09617714056873754
Rb Sm,0.0039,0.1522759696821682
Rb Sn,0.0012,0.09569223240291748
Rb Sr,0.0235,0.18719350816248564
Rb Ta,0.0005,0.17290308733947565
Rb Tb,0.0018,0.1527106788935752
Rb Tc,0.0005,0.2143990915556966
Rb Te,0.0013,0.1381835767153819
Rb Th,0.0017,0.2858414461399383
Rb Ti,0.0017,0.13361018334474978
Rb Tl,0.0615,0.6742620470323047
Rb Tm,0.0017,0.128032088750772
Rb U,0.0021,0.26057591842319117
Rb V,0.0027,0.17406067821310173
Rb W,0.0004,0.15674006619843764
Rb Y,0.0021,0.13585807027560548
Rb Yb,0.0098,0.19925914773854314
Rb Zn,0.0017,0.11351424136907562
Rb Zr,0.0006,0.14265564506777145
Re Rh,0.0298,0.6261424870162177
Re Ru,0.091,0.7873176136561942
Re S,0.001,0.15417125928041775
Re Sb,0.0054,0.35569775979758467
Re Sc,0.0085,0.416342458319978
Re Se,0.0027,0.24275812037893954
Re Si,0.0037,0.2562804581571444
Re Sm,0.0016,0.2058477906167256
Re Sn,0.0023,0.23725637942215957
Re Sr,0.0005,0.17749593188593274
Re Ta,0.0454,0.7492002523481897
Re Tb,0.0012,0.23250678428070046
Re Tc,0.3492,0.9440939611245905
Re Te,0.0042,0.4561427459293027
Re Th,0.0015,0.5324112418829129
Re Ti,0.04,0.6869317274507926
Re Tl,0.0007,0.2516367876833183
Re Tm,0.0017,0.20503322294879908
Re U,0.0108,0.6196137895179137
Re V,0.0674,0.780901580710207
Re W,0.1722,0.8458883240789004
Re Y,0.001,0.21776216256449488
Re Yb,0.0015,0.2474242046147355
Re Zn,0.008,0.2573793107001082
Re Zr,0.0107,0.5915811180121425
Rh Ru,0.194,0.9350564208252005
Rh S,0.0031,0.09310788864631761
Rh Sb,0.0094,0.17079504881474397
Rh Sc,0.009,0.2682745904141896
Rh Se,0.0052,0.1531712658586494
Rh Si,0.0095,0.1446874907607173
Rh Sm,0.0021,0.1837732018407665
Rh Sn,0.0094,0.19288186129560492
Rh Sr,0.0009,0.14552828418840688
Rh Ta,0.0092,0.20076205525175952
Rh Tb,0.0026,0.19797757684662498
Rh Tc,0.0597,0.8143955247202382
Rh Te,0.0034,0.3202621933394224
Rh Th,0.0012,0.3274719391512205
Rh Ti,0.009,0.21748365283593676
Rh Tl,0.0052,0.3147705511430216
Rh Tm,0.0038,0.18512929701197897
Rh U,0.0036,0.25939998720495344
Rh V,0.0198,0.1982576838409196
Rh W,0.0163,0.26792921506637174
Rh Y,0.0024,0.19084251017469525
Rh Yb,0.0015,0.21275404724043298
Rh Zn,0.0329,0.36267925812057794
Rh Zr,0.006,0.22723876640125568
Ru S,0.0027,0.062229209117867376
Ru Sb,0.013,0.16759469828883278
Ru Sc,0.007,0.2317318903349073
Ru Se,0.0054,0.11931664906151035
Ru Si,0.0086,0.16816591758616145
Ru Sm,0.0021,0.12444445401153273
Ru Sn,0.0067,0.15361773479676835
Ru Sr,0.0009,0.09196987147964629
Ru Ta,0.0227,0.302525868369618
Ru Tb,0.0023,0.14688717624007333
Ru Tc,0.1623,0.9167346903531556
Ru Te,0.0039,0.27912925313803716
Ru Th,0.0017,0.28913118873601473
Ru Ti,0.0137,0.3007020311468857
Ru Tl,0.002,0.2508571930178309
Ru Tm,0.0032,0.1283224850603589
Ru U,0.0057,0.28475587432268556
Ru V,0.0248,0.3538856250652066
Ru W,0.0419,0.4194234278923319
Ru Y,0.0025,0.13328297549768148
Ru Yb,0.0011,0.14573191729261423
Ru Zn,0.0219,0.3338694847119249
Ru Zr,0.0087,0.24816252421193583
Sb Sc,0.0074,0.2950531275547656
Sb Se,0.0146,0.21319921745511233
Sb Si,0.0194,0.16481387596498406
Sb Sm,0.0067,0.21242784751565605
Sb Sn,0.0981,0.6180946192673392
Sb Sr,0.0024,0.14012075004822738
Sb Ta,0.0347,0.3794535464286649
Sb Tb,0.0051,0.22488649112126843
Sb Tc,0.0085,0.2659589799925351
Sb Te,0.041,0.4046739981740518
Sb Th,0.003,0.30329957304398325
Sb Ti,0.0082,0.2628844516245668
Sb Tl,0.0195,0.37444836240717705
Sb Tm,0.0053,0.21787594520452705
Sb U,0.0109,0.27397732547864295
Sb V,0.0138,0.4617869358175439
Sb W,0.0164,0.4316050546322132
Sb Y,0.0049,0.23951487250848083
Sb Yb,0.0036,0.2970792928749771
Sb Zn,0.0142,0.13337459184835693
Sb Zr,0.0062,0.16378472212799225
Sc Se,0.0007,0.1550101377208129
Sc Si,0.0066,0.14995350781860178
Sc Sm,0.0673,0.7035098489849893
Sc Sn,0.0099,0.3058826752353305
Sc Sr,0.0141,0.27656646000600654
Sc Ta,0.0408,0.5571399500661884
Sc Tb,0.1012,0.851953820029925
Sc Tc,0.0134,0.40638193417577667
Sc Te,0.001,0.2913672299501393
Sc Th,0.034,0.7691407873864837
Sc Ti,0.0761,0.6554261563315686
Sc Tl,0.0067,0.3094174279321398
Sc Tm,0.191,0.8970867226276682
Sc U,0.023,0.7318329439481174
Sc V,0.0367,0.48804979525353137
Sc W,0.021,0.4201140051555584
Sc Y,0.112,0.9129370352174669
Sc Yb,0.0503,0.833411580943254
Sc Zn,0.0157,0.3523783869845043
Sc Zr,0.1473,0.7365287289208282
Se Si,0.0094,0.1261949565464084
Se Sm,0.0007,0.10134195486004559
Se Sn,0.0074,0.14544454458633732
Se Sr,0.0007,0.1080774979663866
Se Ta,0.0011,0.13180490265028508
Se Tb,0.0004,0.11545697529063258
Se Tc,0.0062,0.1856070242010404
Se Te,0.1212,0.9426399220314565
Se Th,0.001,0.24228520826618502
Se Ti,0.0026,0.13974088971034168
Se Tl,0.0039,0.14527607433077103
Se Tm,0.0004,0.11059908783562557
Se U,0.0032,0.2310491618920241
Se V,0.0035,0.1337033623883904
Se W,0.0029,0.25934429350317456
Se Y,0.0004,0.1120196707051277
Se Yb,0.001,0.141620950161481
Se Zn,0.0052,0.12182535548015899
Se Zr,0.0025,0.161689260117849
Si Sm,0.0005,0.10741780006428882
Si Sn,0.0511,0.4325657459053058
Si Sr,0.0006,0.06800005404154134
Si Ta,0.0048,0.17386028583872845
Si Tb,0.0014,0.12284775642753262
Si Tc,0.0056,0.23726248128909594
Si Te,0.0038,0.2283470449533161
Si Th,0.0014,0.28700795448988303
Si Ti,0.0123,0.2578743738658328
Si Tl,0.006,0.08157858128418743
Si Tm,0.0018,0.1054042198747849
Si U,0.0016,0.22768043355398684
Si V,0.0075,0.1824728079125998
Si W,0.0033,0.13086321970383386
Si Y,0.0018,0.09742950900314412
Si Yb,0.0013,0.12115137355303246
Si Zn,0.029,0.20291610636005156
Si Zr,0.0041,0.26519733129164236
Sm Sn,0.0041,0.16819466357933163
Sm Sr,0.0572,0.30644556284894225
Sm Ta,0.0067,0.20407053931823183
Sm Tb,0.2766,0.8925500265806376
Sm Tc,0.0029,0.21197469839517566
Sm Te,0.0009,0.20277933901005224
Sm Th,0.129,0.830001986452906
Sm Ti,0.0071,0.27074174693678504
Sm Tl,0.0125,0.2652731474107478
Sm Tm,0.1622,0.7921275804903368
Sm U,0.0325,0.7398469799908326
Sm V,0.0066,0.1914805937317699
Sm W,0.002,0.1565909535082295
Sm Y,0.2472,0.8486176915606168
Sm Yb,0.1205,0.8530965870018369
Sm Zn,0.0025,0.16382456700376588
Sm Zr,0.0331,0.3618641547482837
Sn Sr,0.0071,0.2293234857948317
Sn Ta,0.0107,0.22566611791380298
Sn Tb,0.004,0.17981823149782672
Sn Tc,0.0064,0.24267167339499648
Sn Te,0.0095,0.2971136872199204
Sn Th,0.0054,0.3482582365630611
Sn Ti,0.0206,0.4077503202709261
Sn Tl,0.0479,0.5414826964474435
Sn Tm,0.0054,0.19431363415383596
Sn U,0.005,0.21736043669054256
Sn V,0.011,0.36630692403946663
Sn W,0.0069,0.316816745873147
Sn Y,0.0042,0.19012956621338456
Sn Yb,0.0083,0.2953038873858793
Sn Zn,0.0365,0.3356570342457196
Sn Zr,0.0181,0.3334894827551083
Sr Ta,0.0017,0.139057640244607
Sr Tb,0.0301,0.21028289153260651
Sr Tc,0.001,0.15504753708267013
Sr Te,0.0012,0.2344958162913717
Sr Th,0.0351,0.3837149647682576
Sr Ti,0.0026,0.18679229224501473
Sr Tl,0.0181,0.1697864476427569
Sr Tm,0.0225,0.2252675179063772
Sr U,0.0108,0.3184419774424687
Sr V,0.0043,0.20088798806128483
Sr W,0.0005,0.1836878829785309
Sr Y,0.0301,0.259921086383394
Sr Yb,0.1548,0.584950121407627
Sr Zn,0.0068,0.30914100254165605
Sr Zr,0.011,0.17286472714124393
S Sb,0.0062,0.10921273679579335
S Sc,0.0001,0.10139030562422117
S Se,0.3234,0.9895155115292422
S Si,0.0077,0.0803727826032557
S Sm,0.0005,0.06203726121218035
S Sn,0.0035,0.09370857484111123
S Sr,0.0005,0.06619427182456122
S Ta,0.0005,0.04382657493458407
S Tb,0.0002,0.07380617453314273
S Tc,0.0029,0.1068474629269973
S Te,0.0593,0.8889448612059344
S Th,0.0005,0.16782169907598682
S Ti,0.0006,0.08162088166735697
S Tl,0.0034,0.10419629221345256
S Tm,0.0001,0.07194871309168373
S U,0.0024,0.15405453965353694
S V,0.0013,0.05747784707468109
S W,0.001,0.17936071858225122
S Y,0.0002,0.07232932158104508
S Yb,0.0006,0.0875527325496693
S Zn,0.0049,0.0978995853890239
S Zr,0.0006,0.10414571184130043
Ta Tb,0.0077,0.26136160586116175
Ta Tc,0.0384,0.5907724698340985
Ta Te,0.0032,0.34866593311785965
Ta Th,0.0066,0.6304630292331993
Ta Ti,0.1668,0.8902436091094054
Ta Tl,0.0015,0.1426288669294551
Ta Tm,0.0143,0.25950392307560477
Ta U,0.0314,0.7579911727837543
Ta V,0.1411,0.872697452515978
Ta W,0.1341,0.89150960113212
Ta Y,0.0086,0.2640094023856804
Ta Yb,0.0064,0.25270806541209956
Ta Zn,0.0071,0.15196643633308202
Ta Zr,0.0646,0.8770911517059292
Tb Tc,0.0025,0.22658057572982182
Tb Te,0.0007,0.21282510915500483
Tb Th,0.1224,0.7607035015699496
Tb Ti,0.009,0.33108419518827725
Tb Tl,0.0071,0.24552143589768902
Tb Tm,0.3938,0.9752002677780112
Tb U,0.023,0.7096616639983675
Tb V,0.0059,0.21405230487928892
Tb W,0.0024,0.16369290922251897
Tb Y,0.7051,0.9749588281563049
Tb Yb,0.107,0.9009281154554754
Tb Zn,0.0028,0.1377700714725361
Tb Zr,0.0518,0.45229785893802793
Tc Te,0.0055,0.3909950953512892
Tc Th,0.0024,0.4885126975259157
Tc Ti,0.0316,0.5756047026343258
Tc Tl,0.0019,0.3570821912262975
Tc Tm,0.0038,0.20815961649701079
Tc U,0.0093,0.5158683842285933
Tc V,0.0631,0.6239528653971752
Tc W,0.1205,0.6849503106733447
Tc Y,0.003,0.22720471043235096
Tc Yb,0.0022,0.24539080555338713
Tc Zn,0.0126,0.39624936226632823
Tc Zr,0.0189,0.5056589552451145
Te Th,0.0019,0.4436583954980206
Te Ti,0.0023,0.3085163949457515
Te Tl,0.0051,0.2669395322822021
Te Tm,0.0008,0.19910548734547265
Te U,0.0107,0.4268694632046226
Te V,0.0044,0.3172806089036414
Te W,0.019,0.44419680928826194
Te Y,0.0006,0.20310832926792066
Te Yb,0.0014,0.2773676327045386
Te Zn,0.0029,0.22158037703511113
Te Zr,0.0028,0.3394008153394441
Th Ti,0.0148,0.6504853293288887
Th Tl,0.0018,0.3734984774049285
Th Tm,0.0873,0.6800541954361725
Th U,0.0597,0.9553297279990678
Th V,0.0045,0.5291264421896582
Th W,0.0017,0.5321098373075553
Th Y,0.1092,0.7145822967696953
Th Yb,0.0529,0.7664914417443478
Th Zn,0.0016,0.30060817675469154
Th Zr,0.071,0.7548556230834655
Ti Tl,0.0027,0.15964704479081848
Ti Tm,0.0158,0.3424253334176583
Ti U,0.0118,0.7313419423241867
Ti V,0.1273,0.9019112399556197
Ti W,0.0745,0.8706617115916151
Ti Y,0.0093,0.3495522679009464
Ti Yb,0.007,0.32730455433260336
Ti Zn,0.0136,0.23594828475469712
Ti Zr,0.1653,0.9269101679474413
Tl Tm,0.0062,0.25019864315520185
Tl U,0.0022,0.23564326185227533
Tl V,0.0044,0.16470717077841174
Tl W,0.0013,0.15114552892863023
Tl Y,0.007,0.27886018265835266
Tl Yb,0.0135,0.3426553254151179
Tl Zn,0.0188,0.5419011684422191
Tl Zr,0.0019,0.18477342807792838
Tm U,0.0268,0.6307655926797198
Tm V,0.0088,0.2039668683528278
Tm W,0.0045,0.13881417308086944
Tm Y,0.398,0.9867907187053319
Tm Yb,0.0936,0.9004037311487624
Tm Zn,0.0043,0.19473166875591036
Tm Zr,0.0703,0.46815412232372233
U V,0.0143,0.6584064508269631
U W,0.0242,0.6730414720920672
U Y,0.0238,0.6475195311071427
U Yb,0.0231,0.6775961377825588
U Zn,0.0024,0.20149932260074285
U Zr,0.0314,0.807358228068968
V W,0.1193,0.9634093066677464
V Y,0.0059,0.22116038223469128
V Yb,0.0088,0.24209767564831183
V Zn,0.0099,0.20531715932222802
V Zr,0.0411,0.726065981201312
W Y,0.0023,0.1513337029997598
W Yb,0.0038,0.1851052364165029
W Zn,0.0052,0.1313384516636427
W Zr,0.0218,0.7208736120748719
Yb Zn,0.0104,0.32711999007662973
Yb Zr,0.0286,0.4251033910423404
Y Yb,0.1104,0.9226458132968713
Y Zn,0.0031,0.23430318354326668
Y Zr,0.0528,0.4606574523946679
Zn Zr,0.0079,0.2822208764979012
