pairs,sub,sub_a2v
Dy Hf,0.0363,0.4107098298369353
Dy Hg,0.0056,0.2218371367032311
Dy Ho,0.7919,0.9982049097591285
Dy I,0.0009,0.1402108478671466
Dy In,0.0134,0.2774272546556766
Dy Ir,0.0018,0.14910529212629275
Dy K,0.0028,0.12166311372929652
Dy La,0.1256,0.556823995232815
Dy Li,0.0157,0.1426674702166615
Dy Lu,0.3452,0.9851967687324098
Dy Mg,0.0211,0.2181647971722604
Dy Mn,0.0062,0.1645540297793976
Dy Mo,0.0048,0.11836884873565647
Dy N,0.0,0.06282187700705892
Dy Na,0.0178,0.15737631764527285
Dy Nb,0.0108,0.19163743371979547
Dy Nd,0.2325,0.7213955420231922
Dy Ni,0.0027,0.10954103764195351
Dy Np,0.0203,0.7407012301692684
Dy O,0.0001,0.031321567508365
Dy Os,0.0017,0.14438194533752943
Dy P,0.0013,0.09103908267723981
Dy Pa,0.0503,0.5217785190349824
Dy Pb,0.0052,0.2037242615687412
Dy Pd,0.0016,0.1712846233691638
Dy Pm,0.0031,0.8230465256239505
Dy Pr,0.1759,0.6771909524980687
Dy Pt,0.0013,0.17065800468032002
Dy Pu,0.0197,0.7777958368486221
Dy Rb,0.0019,0.13126406614981545
Dy Re,0.0012,0.17449161207459046
Dy Rh,0.0032,0.1721835560542607
Dy Ru,0.003,0.11349061836446779
Dy S,0.0002,0.06577468721373723
Dy Sb,0.0048,0.20067564084337816
Dy Sc,0.1235,0.854006783462232
Dy Se,0.0003,0.10145692011148082
Dy Si,0.0016,0.10075781875392242
Dy Sm,0.2296,0.8580244802991301
Dy Sn,0.0044,0.1520903828110363
Dy Sr,0.0275,0.2049384751618643
Dy Ta,0.0091,0.20863520043993994
Dy Tb,0.7964,0.9939779621200536
Dy Tc,0.0031,0.17848344109574846
Dy Te,0.0006,0.1818269395816406
Dy Th,0.1083,0.7007293362921215
Dy Ti,0.0101,0.2831735939160177
Dy Tl,0.0081,0.2303712488077433
Dy Tm,0.4972,0.9888492790567441
Dy U,0.0242,0.6453893766545747
Dy V,0.0069,0.15860351953001622
Dy W,0.0029,0.09864971535075388
Dy Y,0.6761,0.9848821192351684
Dy Yb,0.1032,0.9001202990160098
Dy Zn,0.0028,0.14794020937310443
Dy Zr,0.0529,0.41153834369401654
Er Eu,0.0314,0.5896231364634178
Er F,0.0001,0.04128704768562105
Er Fe,0.0061,0.16012787035878606
Er Ga,0.0046,0.23809269512222891
Er Gd,0.0659,0.9340634860009878
Er Ge,0.0025,0.11258216263102942
Er H,0.0002,0.22670307410457335
Er Hf,0.0399,0.43058664717409384
Er Hg,0.0062,0.2159906418896898
Er Ho,0.8533,0.999471727406179
Er I,0.0005,0.14012944426646257
Er In,0.0163,0.27242004900564115
Er Ir,0.0017,0.1518258583727062
Er K,0.003,0.1074552710773329
Er La,0.0985,0.48935597761901656
Er Li,0.0179,0.15132902007698107
Er Lu,0.4766,0.9948190377384951
Er Mg,0.029,0.21917259447085455
Er Mn,0.0075,0.1660061393041855
Er Mo,0.0058,0.12411398941857542
Er N,0.0,0.06055273163556498
Er Na,0.0158,0.14930480451698055
Er Nb,0.0138,0.2054511253618757
Er Nd,0.1868,0.6626356815614569
Er Ni,0.0019,0.10675122888088709
Er Np,0.02,0.7225103705267772
Er O,0.0002,0.03302865693725193
Er Os,0.0019,0.14562589776998602
Er P,0.0014,0.08743849949650295
Er Pa,0.0488,0.5215180087616095
Er Pb,0.0065,0.20420932222863075
Er Pd,0.0026,0.17232615009966282
Er Pm,0.0023,0.8120522831759353
Er Pr,0.1349,0.6153787109786782
Er Pt,0.0015,0.1711575007897189
Er Pu,0.0191,0.7576850953181393
Er Rb,0.0016,0.11602452194949124
Er Re,0.0015,0.1800504534465748
Er Rh,0.0036,0.173800334949682
Er Ru,0.0028,0.11586585959197045
Er S,0.0002,0.06557764422772944
Er Sb,0.0053,0.20276276042524535
Er Sc,0.1586,0.8717498951848731
Er Se,0.0004,0.10201030799285597
Er Si,0.0018,0.10003148547178058
Er Sm,0.1833,0.8137282659728504
Er Sn,0.0054,0.15779955429111103
Er Sr,0.0257,0.20471159397536412
Er Ta,0.0116,0.2252285872275953
Er Tb,0.5175,0.9838677512496645
Er Tc,0.0032,0.18228324250079408
Er Te,0.0007,0.18295629966617172
Er Th,0.0946,0.6735382078538245
Er Ti,0.0141,0.3003395622071958
Er Tl,0.0076,0.21816920550526075
Er Tm,0.7469,0.9971060669741523
Er U,0.0245,0.6243047362951246
Er V,0.0076,0.16730437422439656
Er W,0.0031,0.10583424070737034
Er Y,0.5253,0.9855115501828636
Er Yb,0.0991,0.8941152805806192
Er Zn,0.0037,0.1508490975138327
Er Zr,0.0618,0.430040817803893
Eu F,0.0004,0.09972575869212402
Eu Fe,0.0034,0.21103190909904593
Eu Ga,0.0024,0.24885685466215246
Eu Gd,0.049,0.7159626746546246
Eu Ge,0.0035,0.14671768845190694
Eu H,0.0014,0.35801613033234997
Eu Hf,0.0076,0.29647449668693243
Eu Hg,0.0084,0.4010086480685215
Eu Ho,0.0314,0.5965986105950467
Eu I,0.0008,0.21332488441374822
Eu In,0.0055,0.3065425558699788
Eu Ir,0.0004,0.18815771545395124
Eu K,0.02,0.2696462245672381
Eu La,0.0796,0.7009744749660645
Eu Li,0.0094,0.22444798128441093
Eu Lu,0.0279,0.5888785903136527
Eu Mg,0.0132,0.3639665104598713
Eu Mn,0.0081,0.26784516184572454
Eu Mo,0.004,0.2239354963079044
Eu N,0.0003,0.06884344392277636
Eu Na,0.0442,0.3433472515072442
Eu Nb,0.003,0.20462613685019648
Eu Nd,0.0716,0.7171369548778493
Eu Ni,0.0015,0.14833270403371923
Eu Np,0.0204,0.7545672467316433
Eu O,0.0002,0.04762798394583504
Eu Os,0.0011,0.2045317238466394
Eu P,0.0006,0.12000196439218849
Eu Pa,0.0223,0.5717477813639855
Eu Pb,0.0159,0.5923254246856484
Eu Pd,0.002,0.28266955911074276
Eu Pm,0.0139,0.7723194553597413
Eu Pr,0.0702,0.7015080617319469
Eu Pt,0.0008,0.2662943265034198
Eu Pu,0.036,0.7851319738676619
Eu Rb,0.0117,0.26133908808681
Eu Re,0.0018,0.25809139352389543
Eu Rh,0.0016,0.21493193235984737
Eu Ru,0.0016,0.14656730793782183
Eu S,0.0015,0.09245331001013056
Eu Sb,0.0033,0.2571495796992808
Eu Sc,0.0156,0.5779154646871066
Eu Se,0.001,0.1480767977789638
Eu Si,0.0007,0.103377664263091
Eu Sm,0.0803,0.7624375377167779
Eu Sn,0.0047,0.27498322748777027
Eu Sr,0.157,0.8443971630342507
Eu Ta,0.0026,0.21802096141209343
Eu Tb,0.0385,0.6390286359394673
Eu Tc,0.0016,0.24574889614647943
Eu Te,0.0018,0.2987309657355857
Eu Th,0.0377,0.7285341412108831
Eu Ti,0.0036,0.2725701017987032
Eu Tl,0.0092,0.32272641842806815
Eu Tm,0.0289,0.5928645617058738
Eu U,0.0135,0.6299433183171085
Eu V,0.0077,0.25271253351991946
Eu W,0.0016,0.22594564036074652
Eu Y,0.0378,0.648222877317206
Eu Yb,0.136,0.8745760110812227
Eu Zn,0.0029,0.3065451907514723
Eu Zr,0.0092,0.3109295851454186
Fe Ga,0.0346,0.2730335950712742
Fe Gd,0.0049,0.20092766611380805
Fe Ge,0.0144,0.15828252966274256
Fe H,0.0016,0.21200381781055153
Fe Hf,0.013,0.06241089907584317
Fe Hg,0.0057,0.13875239015083105
Fe Ho,0.0062,0.16232020406739628
Fe I,0.0018,0.12450861770988161
Fe In,0.0108,0.22058855553399367
Fe Ir,0.0463,0.288979792896004
Fe K,0.0015,0.10641656246410872
Fe La,0.0033,0.15403101122135449
Fe Li,0.017,0.1215587718415469
Fe Lu,0.0101,0.1781707786100856
Fe Mg,0.0215,0.18647950427250276
Fe Mn,0.2332,0.898977258586847
Fe Mo,0.0426,0.40260096523514716
Fe N,0.001,0.06067148458550543
Fe Na,0.0054,0.13067800112175912
Fe Nb,0.0237,0.14087918612491668
Fe Nd,0.0038,0.1627606335822906
Fe Ni,0.0858,0.35308584162905154
Fe Np,0.0034,0.22502698680913466
Fe O,0.0,0.03132056645807553
Fe Os,0.1098,0.4693439762607237
Fe P,0.0061,0.06582345233131044
Fe Pa,0.0048,0.18313935136675105
Fe Pb,0.0048,0.2784994638040699
Fe Pd,0.0238,0.11492599783841612
Fe Pm,0.0005,0.11883935520776268
Fe Pr,0.0031,0.15572573027184963
Fe Pt,0.0264,0.15774789573664275
Fe Pu,0.0029,0.23147820980650044
Fe Rb,0.0018,0.11714101652004197
Fe Re,0.0561,0.497856291973606
Fe Rh,0.0517,0.3015347121638422
Fe Ru,0.113,0.466409670099462
Fe S,0.0035,0.07594343916106501
Fe Sb,0.0074,0.26298428805305507
Fe Sc,0.0263,0.24188772579776904
Fe Se,0.0044,0.08937349218184966
Fe Si,0.0142,0.13154137319744996
Fe Sm,0.0047,0.18044657222264407
Fe Sn,0.0062,0.22746731019057323
Fe Sr,0.0033,0.15596881346999308
Fe Ta,0.0213,0.1320877843072527
Fe Tb,0.0052,0.1804111804167027
Fe Tc,0.0868,0.4922919834931803
Fe Te,0.003,0.11524280770384764
Fe Th,0.0023,0.12600182324936862
Fe Ti,0.0284,0.3359943845901293
Fe Tl,0.005,0.13454039004004237
Fe Tm,0.0076,0.17384684772913317
Fe U,0.0046,0.15137263003750426
Fe V,0.0603,0.5433318683183448
Fe W,0.0353,0.4317928287002739
Fe Y,0.0054,0.2113305797154065
Fe Yb,0.0057,0.21290714156100252
Fe Zn,0.0277,0.28326875312582667
Fe Zr,0.0108,0.05420543076084626
F Fe,0.0004,0.06898223377309264
F Ga,0.0,0.0762189482420032
F Gd,0.0002,0.06740781152684851
F Ge,0.0,0.06316169483555889
F H,0.0148,0.6947215898062231
F Hf,0.0002,0.07593764808657119
F Hg,0.0011,0.1305904546935854
F Ho,0.0002,0.04451990830282748
F I,0.0102,0.9253564626673078
F In,0.0002,0.06763536355289022
F Ir,0.0006,0.03284317671601829
F K,0.0014,0.035279306081626376
F La,0.0004,0.0700745655404639
F Li,0.0002,0.07797740625826352
F Lu,0.0001,0.052859366363382114
F Mg,0.0001,0.08399679737024379
F Mn,0.0006,0.05432522576058599
F Mo,0.0006,0.007394815238533211
F N,0.0025,0.03779960393233588
F Na,0.0009,0.07868861823226166
F Nb,0.0003,0.047164977437004554
F Nd,0.0003,0.0775580745725667
F Ni,0.0003,0.05073964778254777
F Np,0.0025,0.168800778625712
F O,0.0075,0.07383212579884824
F Os,0.0002,0.03977773826533967
F P,0.0011,0.022187577476913193
F Pa,0.0018,0.21365665009323195
F Pb,0.0003,0.12864760876514786
F Pd,0.0012,0.08033980282140685
F Pm,0.0,0.1479080491538353
F Pr,0.0002,0.07446503547887684
F Pt,0.0008,0.09783407095371938
F Pu,0.001,0.17071948909239765
F Rb,0.0013,0.040970583270221746
F Re,0.0002,0.09708002475901246
F Rh,0.0005,0.0333670003409901
F Ru,0.0003,0.014638299422976526
F S,0.0051,0.0325791596605848
F Sb,0.0013,0.0483584565034722
F Sc,0.0002,0.06351581715219566
F Se,0.0022,0.05658499632770572
F Si,0.0,0.02677041304064842
F Sm,0.0003,0.07396913926890668
F Sn,0.0004,0.10418021689770722
F Sr,0.0002,0.05367519003737976
F Ta,0.0002,0.05889447066910707
F Tb,0.0002,0.05897984250050292
F Tc,0.0007,0.09124953974583067
F Te,0.0013,0.12603062999705897
F Th,0.0008,0.16726641546550358
F Ti,0.0002,0.05035303665627994
F Tl,0.0001,0.07467026094612889
F Tm,0.0002,0.05058205608953219
F U,0.0012,0.07776790919303178
F V,0.0004,0.021948460849719718
F W,0.0006,0.01357524535812678
F Y,0.0001,0.052403504284681136
F Yb,0.0003,0.08921906241884386
F Zn,0.0001,0.054652618058334435
F Zr,0.0002,0.0811886269036335
Ga Gd,0.0028,0.278254805874196
Ga Ge,0.111,0.40200730219439573
Ga H,0.0018,0.34993381880631247
Ga Hf,0.01,0.25510569668606553
Ga Hg,0.0439,0.492854619532272
Ga Ho,0.0042,0.23691477083079024
Ga I,0.0019,0.18422390597891458
Ga In,0.0837,0.8114942801307029
Ga Ir,0.0167,0.32540488471027673
Ga K,0.0024,0.11376311025098869
Ga La,0.0034,0.21372086717437475
Ga Li,0.0175,0.1689195715519154
Ga Lu,0.0075,0.28728626673822516
Ga Mg,0.0275,0.263009356932266
Ga Mn,0.0295,0.22566511650536086
Ga Mo,0.0071,0.1959705203789653
Ga N,0.002,0.07530653301430831
Ga Na,0.0039,0.16153960636491674
Ga Nb,0.0079,0.1993056516939769
Ga Nd,0.0029,0.21151337581611074
Ga Ni,0.0299,0.17926883597092078
Ga Np,0.0027,0.35676298796431305
Ga O,0.0006,0.053591649674133573
Ga Os,0.0174,0.33427622131483203
Ga P,0.0202,0.11812810081303786
Ga Pa,0.0041,0.3883754328700509
Ga Pb,0.0258,0.4969505425162774
Ga Pd,0.0199,0.31974082107797946
Ga Pm,0.0011,0.4057688926875796
Ga Pr,0.0027,0.2017996503552994
Ga Pt,0.028,0.35438984753308916
Ga Pu,0.0021,0.368849024635538
Ga Rb,0.0017,0.11864146006724643
Ga Re,0.0083,0.2768660396513858
Ga Rh,0.0166,0.3230476319338845
Ga Ru,0.0149,0.27529503983570686
Ga S,0.0048,0.08397067054339818
Ga Sb,0.0284,0.49039179047246784
Ga Sc,0.0201,0.45309148050155224
Ga Se,0.0064,0.12435003617459407
Ga Si,0.0854,0.3159346632543093
Ga Sm,0.0033,0.23354521686583504
Ga Sn,0.0696,0.5775222297125366
Ga Sr,0.0017,0.1361981588093549
Ga Ta,0.0091,0.219460879328343
Ga Tb,0.0047,0.22724033829414914
Ga Tc,0.0144,0.35354205379212905
Ga Te,0.0054,0.23118804480776167
Ga Th,0.0025,0.2943450674465117
Ga Ti,0.0169,0.30168214225210227
Ga Tl,0.0266,0.5623819362876574
Ga Tm,0.0055,0.2662713464452268
Ga U,0.004,0.13064825699790583
Ga V,0.0145,0.24647027931065404
Ga W,0.0067,0.1953664153179578
Ga Y,0.0043,0.33434128365991983
Ga Yb,0.0042,0.29907713362358906
Ga Zn,0.13,0.38658559721011515
Ga Zr,0.0071,0.247347527470648
Gd Ge,0.002,0.11445787480733995
Gd H,0.0006,0.2805243484564203
Gd Hf,0.0099,0.39793011945207374
Gd Hg,0.0034,0.2714039646394568
Gd Ho,0.068,0.9431661282615212
Gd I,0.0019,0.16477917510970397
Gd In,0.0084,0.3361106425054782
Gd Ir,0.0009,0.1686555404211146
Gd K,0.0054,0.13859494249751916
Gd La,0.0674,0.7642233756817337
Gd Li,0.0041,0.15323715241746125
Gd Lu,0.0598,0.9157542965419014
Gd Mg,0.0086,0.24071279162857903
Gd Mn,0.0051,0.19531589557908538
Gd Mo,0.005,0.17339525659750066
Gd N,0.0004,0.07819726170138046
Gd Na,0.0082,0.1851597769030714
Gd Nb,0.006,0.2161859684189319
Gd Nd,0.0845,0.8825160029455893
Gd Ni,0.0013,0.1337987172405519
Gd Np,0.0359,0.8100051031446278
Gd O,0.0001,0.035595074133302713
Gd Os,0.0011,0.17605418572515832
Gd P,0.0009,0.10084656438157558
Gd Pa,0.0248,0.567880679255673
Gd Pb,0.0049,0.2555701267191083
Gd Pd,0.0011,0.20657633885322085
Gd Pm,0.0144,0.8597069072172614
Gd Pr,0.0761,0.851297183517958
Gd Pt,0.0006,0.20668823863395897
Gd Pu,0.0654,0.8517080634172904
Gd Rb,0.0025,0.14912140708129656
Gd Re,0.0015,0.2144750276201277
Gd Rh,0.0018,0.19309152648423622
Gd Ru,0.001,0.13362737105998573
Gd S,0.0004,0.07587022838305578
Gd Sb,0.0053,0.23531876578258917
Gd Sc,0.0317,0.8133064640442295
Gd Se,0.0009,0.11612502378853387
Gd Si,0.0006,0.10461495800882044
Gd Sm,0.1164,0.9650666353964079
Gd Sn,0.0018,0.17849319258328633
Gd Sr,0.0229,0.2645534560235048
Gd Ta,0.0056,0.2248730140037897
Gd Tb,0.0827,0.975239435483041
Gd Tc,0.0015,0.21972123284036416
Gd Te,0.0013,0.21337606268839937
Gd Th,0.037,0.79726922270788
Gd Ti,0.0048,0.29753141518076076
Gd Tl,0.013,0.2775128321492358
Gd Tm,0.0623,0.9200174377014924
Gd U,0.0175,0.7195846278968727
Gd V,0.0065,0.19922617827970662
Gd W,0.0014,0.15134008831921641
Gd Y,0.073,0.9513995925858054
Gd Yb,0.0366,0.9077748522524852
Gd Zn,0.0014,0.17446794717304404
Gd Zr,0.0144,0.4025652756183773
Ge H,0.0029,0.25122791491801794
Ge Hf,0.0109,0.27737718255446675
Ge Hg,0.0397,0.2471258608277677
Ge Ho,0.0023,0.11274030656188512
Ge I,0.0015,0.11620854117952713
Ge In,0.0215,0.31578211918757415
Ge Ir,0.0148,0.20130012221572802
Ge K,0.0017,0.07166275755727744
Ge La,0.0019,0.08973796572932353
Ge Li,0.0077,0.09228928260367823
Ge Lu,0.0035,0.1256841503278916
Ge Mg,0.0118,0.15243678186095438
Ge Mn,0.0251,0.19782731364208936
Ge Mo,0.0052,0.12219694381580783
Ge N,0.0047,0.07095374606708507
Ge Na,0.0041,0.10662755376351016
Ge Nb,0.0085,0.13265355178341068
Ge Nd,0.0019,0.09943804743417181
Ge Ni,0.0186,0.1339515503537241
Ge Np,0.0039,0.2875033524608247
Ge O,0.0013,0.04446018465872106
Ge Os,0.0096,0.18476790397241255
Ge P,0.071,0.2106500430510914
Ge Pa,0.0027,0.3342563026107786
Ge Pb,0.0481,0.5111928400204481
Ge Pd,0.0156,0.20667080496534723
Ge Pm,0.0,0.21336979267597134
Ge Pr,0.002,0.10161248064089835
Ge Pt,0.0232,0.2757562861443863
Ge Pu,0.0029,0.2772540020660739
Ge Rb,0.0009,0.07799190527358663
Ge Re,0.0053,0.21752240445807455
Ge Rh,0.0133,0.17363719464026467
Ge Ru,0.0107,0.16291580262809527
Ge S,0.0168,0.07357668749181397
Ge Sb,0.0484,0.35221685539609515
Ge Sc,0.0072,0.17176671401896768
Ge Se,0.0231,0.12478062846940535
Ge Si,0.1804,0.9304698014418454
Ge Sm,0.0028,0.11472358789348226
Ge Sn,0.1062,0.7086872251613652
Ge Sr,0.0029,0.11220241121618194
Ge Ta,0.009,0.14428663919509427
Ge Tb,0.0022,0.13617404238583408
Ge Tc,0.0092,0.21585786466181403
Ge Te,0.0116,0.24898591406749843
Ge Th,0.0022,0.2972258191974176
Ge Ti,0.0265,0.28408008848102145
Ge Tl,0.0121,0.22542542665245555
Ge Tm,0.0026,0.12693084420145226
Ge U,0.0038,0.1975779104618587
Ge V,0.0173,0.21115395598687717
Ge W,0.0064,0.14724345322592278
Ge Y,0.002,0.1094829769997281
Ge Yb,0.0046,0.16882572950248378
Ge Zn,0.0578,0.22995079077969782
Ge Zr,0.0081,0.2634427535834086
Hf Hg,0.0022,0.20954140388608045
Hf Ho,0.0375,0.42296891353003085
Hf I,0.0009,0.1931710778604832
Hf In,0.008,0.217804179532964
Hf Ir,0.0039,0.24290714360694743
Hf K,0.0016,0.11486596942452654
Hf La,0.01,0.2573688241230579
Hf Li,0.0214,0.19816543482258078
Hf Lu,0.0606,0.48195176970021186
Hf Mg,0.0297,0.32074332248418097
Hf Mn,0.0266,0.3603214630950996
Hf Mo,0.0414,0.720581299286472
Hf N,0.0001,0.09307160651373177
Hf Na,0.0082,0.16305568869260642
Hf Nb,0.1154,0.8804365356796247
Hf Nd,0.0177,0.315417424518264
Hf Ni,0.0048,0.22051308906798464
Hf Np,0.0213,0.7181070319003112
Hf O,0.0001,0.05408144184389281
Hf Os,0.0054,0.29619707166550613
Hf P,0.0013,0.07228938296196095
Hf Pa,0.0499,0.8337162615342816
Hf Pb,0.0065,0.25912551018156127
Hf Pd,0.0084,0.27582020760189885
Hf Pm,0.0011,0.5092152485527146
Hf Pr,0.0117,0.3190606855327268
Hf Pt,0.0075,0.3118839715231992
Hf Pu,0.0122,0.6751462566572253
Hf Rb,0.0008,0.11827729980620372
Hf Re,0.0137,0.5839431923455881
Hf Rh,0.0063,0.2113021825759128
Hf Ru,0.01,0.24008426195640384
Hf S,0.0007,0.10621230488088533
Hf Sb,0.006,0.14472556758961488
Hf Sc,0.1317,0.740441932281259
Hf Se,0.0016,0.16044660308441458
Hf Si,0.0053,0.28798473890828613
Hf Sm,0.0204,0.35474182261054016
Hf Sn,0.0191,0.32266392852720027
Hf Sr,0.0079,0.1605550003284411
Hf Ta,0.0901,0.8693283894115476
Hf Tb,0.0319,0.44890280962938245
Hf Tc,0.0231,0.49779375907871914
Hf Te,0.003,0.32815243661741644
Hf Th,0.046,0.740485359741975
Hf Ti,0.1998,0.9281404709631806
Hf Tl,0.0017,0.1573178028421426
Hf Tm,0.0496,0.46855048323103216
Hf U,0.0295,0.7938041833797866
Hf V,0.0503,0.720172311666812
Hf W,0.0323,0.7101251878398043
Hf Y,0.0345,0.4621720245822408
Hf Yb,0.0183,0.4174949948225054
Hf Zn,0.0085,0.27628188369614426
Hf Zr,0.6149,0.9979447219692701
Hg Ho,0.0063,0.22173996243011998
Hg I,0.0051,0.29318026436563605
Hg In,0.147,0.7651044912857049
Hg Ir,0.0158,0.4633137569580958
Hg K,0.0048,0.31465285634857126
Hg La,0.0065,0.23206546478979712
Hg Li,0.0424,0.2694766469332726
Hg Lu,0.0062,0.25748905847677683
Hg Mg,0.0959,0.6988480024396464
Hg Mn,0.0139,0.2807888678507118
Hg Mo,0.0066,0.16126583643199127
Hg N,0.0002,0.1086888366008512
Hg Na,0.016,0.36717025803858633
Hg Nb,0.0021,0.12831700132932122
Hg Nd,0.0068,0.2416173035831987
Hg Ni,0.0198,0.17622725660129024
Hg Np,0.0018,0.4695465404897823
Hg O,0.0002,0.09170264245481789
Hg Os,0.0116,0.40664732981975815
Hg P,0.007,0.14165834928127988
Hg Pa,0.0015,0.5114628157550414
Hg Pb,0.0917,0.7147096141064181
Hg Pd,0.0376,0.6340851020489661
Hg Pm,0.0009,0.5864870725042264
Hg Pr,0.0073,0.2341709310129025
Hg Pt,0.0292,0.6036356071047
Hg Pu,0.0021,0.4666684239205692
Hg Rb,0.003,0.32179340173555493
Hg Re,0.0011,0.29775229797385433
Hg Rh,0.0188,0.4799769078714569
Hg Ru,0.0116,0.3833172636711181
Hg S,0.0064,0.17132358177666676
Hg Sb,0.0213,0.33604571093216645
Hg Sc,0.0044,0.3499457442881585
Hg Se,0.0098,0.22190328132572154
Hg Si,0.0117,0.12004511956818012
Hg Sm,0.0064,0.26737937861792743
Hg Sn,0.0635,0.5171307473642183
Hg Sr,0.0189,0.31379132431829465
Hg Ta,0.0018,0.14039937957594384
Hg Tb,0.0059,0.23039231524224207
Hg Tc,0.0115,0.4564300517307964
Hg Te,0.0107,0.370314233471743
Hg Th,0.0025,0.4076272556847543
Hg Ti,0.0024,0.16906645716005578
Hg Tl,0.084,0.8414323497703791
Hg Tm,0.0053,0.25572632871752793
Hg U,0.001,0.2622014940305511
Hg V,0.0028,0.15134391797166338
Hg W,0.0058,0.14826453673903867
Hg Y,0.0061,0.28483701168432407
Hg Yb,0.0193,0.40457580718935215
Hg Zn,0.1009,0.8366760832797953
Hg Zr,0.0028,0.23407305929359598
H Hf,0.0004,0.2466881718359498
H Hg,0.0035,0.5027415435679953
H Ho,0.0002,0.2340043660907266
H I,0.0033,0.8383270779226558
H In,0.0007,0.34768874749591283
H Ir,0.0011,0.34605759046210965
H K,0.0015,0.5459922913061201
H La,0.0005,0.2514814481973589
H Li,0.0019,0.41112919070426596
H Lu,0.0004,0.2538520786900204
H Mg,0.0008,0.25003334840174585
H Mn,0.0011,0.19500201883002996
H Mo,0.001,0.2758862730296717
H N,0.0151,0.2157515741427301
H Na,0.0019,0.6042035148665166
H Nb,0.0005,0.25902566610863637
H Nd,0.0005,0.25906791328570095
H Ni,0.002,0.21605899047805613
H Np,0.0018,0.5315736471114421
H O,0.0037,0.17411301407026186
Ho I,0.0007,0.14250760520766953
Ho In,0.0143,0.2782274495018028
Ho Ir,0.0017,0.15381193065021073
Ho K,0.0028,0.1180097772044151
Ho La,0.1112,0.5114593141497423
Ho Li,0.0168,0.15169915997516914
Ho Lu,0.3967,0.9924894009709496
Ho Mg,0.0255,0.22037921305560562
Ho Mn,0.0063,0.16371952229574704
Ho Mo,0.005,0.12054357241655228
Ho N,0.0001,0.06275656726570901
Ho Na,0.0168,0.1576877935368192
Ho Nb,0.0114,0.19835705602631223
Ho Nd,0.2129,0.6821708739728645
Ho Ni,0.0022,0.10996239398352302
Ho Np,0.0192,0.7294598051884472
Ho O,0.0002,0.032393206125653606
Ho Os,0.0014,0.14714560660810802
Ho P,0.0015,0.08553361987036556
Ho Pa,0.0477,0.5221293468208804
Ho Pb,0.0066,0.206068171017975
Ho Pd,0.0022,0.17392810072461395
Ho Pm,0.0026,0.8177307123955085
Ho Pr,0.1586,0.6358226693443796
Ho Pt,0.0014,0.17329111247951254
Ho Pu,0.0185,0.7652766591036814
Ho Rb,0.002,0.1269490819752184
Ho Re,0.0012,0.17838850736230216
Ho Rh,0.0024,0.17621142785926003
Ho Ru,0.0036,0.11721601982031929
Ho S,0.0002,0.06778433022935368
H Os,0.0009,0.3631794708214757
Ho Sb,0.005,0.20131291411128438
Ho Sc,0.1345,0.8658611601420578
Ho Se,0.0005,0.10378587827968122
Ho Si,0.0019,0.10000612946031902
Ho Sm,0.2046,0.8287078311951742
Ho Sn,0.0048,0.15836356540247298
Ho Sr,0.0266,0.20195041621856286
Ho Ta,0.0097,0.21716735907868626
Ho Tb,0.6471,0.9880970399105465
Ho Tc,0.0028,0.18249521886483222
Ho Te,0.0008,0.184393933390208
Ho Th,0.1003,0.6828026328416335
Ho Ti,0.0112,0.2929845081043065
Ho Tl,0.0079,0.22837718569239548
Ho Tm,0.616,0.9952132226695711
Ho U,0.0221,0.6301077132781009
Ho V,0.0063,0.1618012144801374
Ho W,0.0028,0.10141996392938463
Ho Y,0.615,0.9860240331686237
Ho Yb,0.1019,0.896153817343538
Ho Zn,0.003,0.15132670746917692
Ho Zr,0.0546,0.4231409533733641
H P,0.0035,0.2516367990345833
H Pa,0.0012,0.6033529616006487
H Pb,0.0009,0.36953661915946245
H Pd,0.002,0.392359878407707
H Pm,0.0,0.48040471811121915
H Pr,0.0002,0.24902145886881968
H Pt,0.0011,0.4226374102869425
H Pu,0.0023,0.5286852858750903
H Rb,0.0009,0.5490891728593033
H Re,0.0004,0.4413635378181705
H Rh,0.001,0.3514945724808632
H Ru,0.0005,0.3017392192019388
H S,0.0074,0.19742181124478747
H Sb,0.0033,0.3105472629739215
H Sc,0.0011,0.32577803783741377
H Se,0.0036,0.27194337863222956
H Si,0.0009,0.24135448535171533
H Sm,0.0006,0.27753294392837285
H Sn,0.0009,0.2703471387404363
H Sr,0.0007,0.22356885564587753
H Ta,0.0006,0.2880604472633099
H Tb,0.0003,0.26086665512193086
H Tc,0.0008,0.4640016231130441
H Te,0.0025,0.4387080922465396
H Th,0.0006,0.46100491428631635
H Ti,0.0003,0.24274764400648705
H Tl,0.002,0.5583211076072491
H Tm,0.0003,0.24692408813200017
H U,0.0012,0.35250888710205863
H V,0.0014,0.25687387002934053
H W,0.001,0.2674733264736798
H Y,0.0003,0.27971180527884404
H Yb,0.0012,0.3437186551814686
H Zn,0.0021,0.2913749016985907
H Zr,0.0008,0.26457311495898417
I In,0.0014,0.16562048370653099
I Ir,0.0027,0.20559354524726017
I K,0.002,0.18418032033699505
I La,0.001,0.1132471354978909
I Li,0.0007,0.056940179262710534
I Lu,0.0009,0.15792665439656345
I Mg,0.001,0.16717057390281584
I Mn,0.0017,0.13201300073464153
I Mo,0.0039,0.21245368284992486
I N,0.0025,0.11100922998134452
I Na,0.0031,0.16551383542375322
I Nb,0.0024,0.2347254169845412
