element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Pm,0.0,0.0,0.0,1.9246811,1.5186161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44959193,0.0,1.8080696e-05,0.0,0.0,2.7344615,8.36472e-05,1.4332259,1.9979163,2.5398297,2.321807,0.0,1.2077464,0.0,3.6390964e-05,0.0,0.0,0.0,8.30763e-06,0.0,1.8860759,1.36774,0.0,0.0,2.266297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8661298,0.0,0.0,0.0,0.0,0.0,0.0,1.8223287,0.0,0.0,0.07661906,2.850265,1.3812226,2.48681,1.2900271,0.0,1.75863,0.0,1.9466392,0.0,2.1920483,0.594468,1.6876504,0.0,0.0,1.3591332,0.0,0.0,0.0,1.5957308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3189595,1.6505022,0.0,2.119793,2.1936924,0.0,0.0,0.0,0.0,0.0,1.5724318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9022516,2.9201837,1.0389625,0.0,1.7577317e-05,0.0,1.8382684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7330545,1.7596663,0.0,0.0,0.0,0.03582502,2.6357458,0.0,0.0,1.4109857,1.7546495,2.0034616,0.0,0.0,0.0,0.0,0.20052402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8211505,0.0,1.847757,2.1523015,0.0,2.7361267,0.0,0.0,0.0,0.0,0.0,0.0,1.26052,2.124692,2.759542,2.3022192,6.201031e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3207688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.817685e-05,0.0,0.0,2.102199,0.0,1.7667572,0.0
Mg,24.408995,19.948757,20.944777,1.8254703,7.322048,0.0,0.0,0.0,20.6208,16.111053,15.397047,0.0,19.815609,0.0,30.764347,0.0,0.0,5.9109817,0.0,21.563105,28.057848,28.918339,2.331659,18.422096,5.0058846,6.295398,6.308505,3.2418227,0.0,8.312241,0.0,10.727346,0.0,0.0,0.0,22.15772,24.51521,2.6784158,3.9408326,0.0,0.0,4.612441,20.482021,0.0,27.634327,19.37534,0.0,7.2861543,18.644402,28.281881,0.0,23.831642,1.8221513,23.993654,0.0,14.663262,24.578825,22.844131,26.573263,5.571534,23.574871,23.679714,3.6804605,0.0,0.45954293,10.603551,6.0766277,16.88489,1.378054,0.0,3.345709,22.126688,10.619215,6.0385013,3.2795458,22.455225,0.0,7.999437,0.0,0.0,0.0,0.0,19.670435,25.515812,0.0,0.0,23.035158,22.068462,20.754139,26.393127,2.734894,4.499489,0.0,4.2473636,5.9895434,23.682585,16.458195,21.886486,23.056765,22.866735,3.9659343,0.0,24.377132,0.0,14.708233,16.407389,0.0,27.927744,5.4066777,0.0,0.0,21.518078,24.962322,13.909557,5.6636496,19.869884,20.464222,0.0,18.614216,28.21405,0.0,21.217321,0.0,25.48016,0.0,0.0,19.429619,21.100227,11.427524,0.0,5.5872445,2.9249167,16.768427,0.0,0.0,9.929466,3.5940478,0.0,0.0,2.1755214,5.4750175,3.6087344,19.061901,0.0,0.0,26.79308,11.500481,0.0,0.0,17.805893,20.803482,18.589706,0.0,0.0,27.760254,24.166182,21.094788,0.0,0.0,4.011434,7.137923,24.4586,0.84125835,19.196808,19.325588,0.0,29.666208,20.885075,23.981524,7.6219015,3.2867084,0.0,5.784221,26.86699,0.0,0.0,0.0,0.0,0.0,0.0,21.951885,0.0,5.279258,17.373848,0.0,19.593597,31.468678,3.0287945,0.0,24.277664,0.0,0.0,0.0,25.904512,0.0,17.866547,3.4589465,0.0,5.1638837,0.0
Zn,22.07875,19.211103,22.651209,0.377874,4.0002065,0.0,0.0,0.0,22.146297,18.595474,14.784337,0.0,17.398739,0.0,31.971476,0.0,0.0,8.6840315,0.0,21.077278,26.671001,29.573568,1.7607911,18.649553,2.9391992,8.234634,3.9417129,5.526571,0.0,12.0888,0.0,8.857685,0.0,0.0,0.0,23.363731,24.185734,2.0886588,4.413614,0.0,0.0,5.5110416,19.999533,0.0,26.999844,19.800732,0.0,11.185218,19.8906,28.009203,0.0,26.900621,2.740858,23.06505,0.0,14.80816,23.220354,23.074268,26.208946,5.652087,24.66379,22.152822,6.606704,0.0,0.74666363,6.3430934,4.4313025,18.581043,1.7253276,0.0,4.417539,22.403446,9.29051,6.1849976,1.1742532,21.097996,0.0,6.752244,0.0,0.0,0.0,0.0,18.720564,25.62238,0.0,0.0,26.382877,21.537554,17.363338,24.505419,4.4610257,3.9567125,0.0,1.171018,8.179761,23.497072,15.033454,20.751078,24.292084,24.310497,5.022344,0.0,26.518736,0.0,15.558756,19.419798,0.0,26.35976,3.555731,0.0,0.0,21.41364,24.116405,13.662205,2.5770113,22.933483,19.437342,0.0,19.172682,27.26533,0.0,19.742464,0.0,24.731993,0.0,0.0,22.613298,19.758055,12.734972,0.0,6.7400045,3.3638558,18.845581,0.0,0.0,11.473462,5.127617,0.0,0.0,1.3580108,3.4531162,5.2047358,19.899145,0.0,0.0,26.966358,11.953126,0.0,0.0,17.66573,22.330168,20.941841,0.0,0.0,29.896704,23.789167,19.14014,0.0,0.0,1.9074863,7.238554,27.481627,0.025043719,17.736649,16.97395,0.0,27.647799,19.058092,24.099539,10.851487,6.6335936,0.0,5.713432,25.467258,0.0,0.0,0.0,0.0,0.0,0.0,23.38572,0.0,8.25181,18.596708,0.0,19.891857,33.91981,3.1781704,0.0,27.089554,0.0,0.0,0.0,25.040998,0.0,17.4004,4.8842106,0.0,4.1044016,0.0
Cu,24.276651,21.882557,21.021355,1.5191029,5.80673,0.0,0.0,0.0,23.059856,17.87755,16.113592,0.0,20.131517,0.0,32.86416,0.0,0.0,8.19743,0.0,21.265785,27.556929,31.683409,1.3800976,21.620981,3.4397142,4.868912,4.029943,4.1926675,0.0,4.58419,0.0,10.0942335,0.0,0.0,0.0,24.226538,25.778378,1.9616827,1.8400425,0.0,0.0,6.609185,21.012304,0.0,28.461708,19.149614,0.0,8.493257,21.102938,28.426476,0.0,23.791927,0.76027054,26.291,0.0,15.949771,25.290337,24.243586,26.588337,5.136489,24.448877,24.084444,5.629711,0.0,0.42254925,8.590869,2.974553,18.04787,0.0,0.0,1.4052149,22.92746,7.2976847,3.149405,0.0078091584,24.351519,0.0,4.8047204,0.0,0.0,0.0,0.0,17.038801,27.866436,0.0,0.0,23.977026,26.664795,21.39435,27.758862,5.071763,1.539078,0.0,0.31034678,6.6983743,21.311853,17.604445,23.634523,24.194489,24.715046,0.02227493,0.0,27.139292,0.0,17.574038,18.492582,0.0,27.879696,1.7314469,0.0,0.0,23.014864,24.761654,16.146185,2.5457714,22.226166,20.55165,0.0,19.012796,30.80721,0.0,21.51631,0.0,27.395224,0.0,0.0,20.244696,20.185371,11.201108,0.0,7.7299023,1.1447859,15.847007,0.0,0.0,9.882945,1.7760662,0.0,0.0,4.3157488e-05,3.3333828,0.52651316,23.031372,0.0,0.0,25.029148,10.8111515,0.0,0.0,18.648033,21.235544,19.518412,0.0,0.0,27.954418,24.632204,19.712126,0.0,0.0,2.226732,5.0108943,26.751804,0.06217762,19.254387,17.491724,0.0,29.924013,23.179667,24.926283,12.551904,5.473178,0.0,8.775208,28.209608,0.0,0.0,0.0,0.0,0.0,0.0,22.948126,0.0,5.3592687,18.797085,0.0,16.77452,31.99611,4.1952477,0.0,26.493982,0.0,0.0,0.0,28.244,0.0,18.58943,0.0,0.0,3.4224849,0.0
Sn,20.095617,18.660099,22.36775,1.4957913,5.6550756,0.0,0.0,0.0,20.720829,14.234047,14.513808,0.0,17.499128,0.0,29.555843,0.0,0.0,5.311333,0.0,20.903934,24.872082,29.333391,1.205198,16.871931,4.8424187,9.265571,6.6032186,9.612631,0.0,11.443348,0.0,9.009432,0.0,0.0,0.0,25.116287,22.28763,4.074085,4.678819,0.0,0.0,9.355572,19.35635,0.0,27.958105,17.500708,0.0,12.406344,18.522789,24.9055,0.0,24.980783,2.819479,23.774162,0.0,14.272557,21.476164,24.241854,25.939041,4.801892,24.015118,21.257902,5.994806,0.0,0.77244747,9.637599,5.620977,18.64087,4.646338,0.0,6.5790167,20.046406,9.399834,7.046648,3.6428888,19.63617,0.0,4.305027,0.0,0.0,0.0,0.0,17.102798,27.168533,0.0,0.0,23.33776,20.897411,17.839119,23.376228,7.3479595,6.6864057,0.0,3.2147524,8.49224,24.633347,14.917795,22.671104,22.505365,21.133627,7.7458506,0.0,23.625248,0.0,16.989,19.908815,0.0,26.972324,7.1203895,0.0,0.0,19.851149,21.87744,13.486362,3.3337524,20.309376,19.947334,0.0,19.240051,24.178726,0.0,19.381794,0.0,23.593176,0.0,0.0,22.431026,19.315598,13.4613085,0.0,6.6686106,3.552152,17.321085,0.0,0.0,14.51856,1.4286771,0.0,0.0,2.535532,3.8548028,7.5678086,22.459341,0.0,0.0,25.893627,12.114751,0.0,0.0,19.05295,18.530174,19.894857,0.0,0.0,26.079779,24.547289,21.589739,0.0,0.0,3.0510702,5.985213,23.398844,0.69355845,16.22297,17.716255,0.0,27.238562,22.719217,22.058802,9.340925,10.636372,0.0,8.171315,24.125254,0.0,0.0,0.0,0.0,0.0,0.0,21.925655,0.0,11.276043,18.74106,0.0,18.429647,30.790861,3.94103,0.0,25.728897,0.0,0.0,0.0,27.10854,0.0,18.266943,5.3596673,0.0,4.149438,0.0
Ti,18.106874,18.420448,22.97721,2.7619097,6.3289514,0.0,0.0,0.0,23.456848,17.517971,14.900435,0.0,19.56891,0.0,29.128956,0.0,0.0,4.9169354,0.0,21.02833,27.09161,29.480936,1.2173634,18.119879,5.1593466,4.8088436,11.294323,3.831101,0.0,6.5035534,0.0,12.63554,0.0,0.0,0.0,22.375095,24.391417,1.040481,3.8542252,0.0,0.0,3.7561827,19.367416,0.0,28.417416,15.37823,0.0,6.353477,19.471502,25.796394,0.0,23.636475,0.622096,22.955618,0.0,14.206418,23.048481,21.603985,26.014994,8.432517,24.350328,21.55171,6.513544,0.0,0.371588,13.30398,8.707392,16.425114,2.1740448,0.0,5.328441,20.8562,11.467397,10.803244,4.1487865,21.042587,0.0,8.683802,0.0,0.0,0.0,0.0,16.79248,23.949219,0.0,0.0,24.137403,23.77442,18.486706,22.562351,0.005508505,0.87926793,0.0,6.969956,4.654908,26.439133,16.818733,20.815401,24.618492,20.729254,8.431398,0.0,25.136065,0.0,15.441518,18.720638,0.0,25.695608,6.4623075,0.0,0.0,21.285412,21.661922,15.251585,5.7999606,19.818293,19.094427,0.0,20.321747,26.347456,0.0,19.843311,0.0,24.273726,0.0,0.0,18.644794,20.357965,13.829274,0.0,4.788987,2.8250425,12.84169,0.0,0.0,10.466774,2.6462502,0.0,0.0,3.736546,2.6572742,4.492317,16.935833,0.0,0.0,26.403938,11.10393,0.0,0.0,19.311054,22.300106,19.46499,0.0,0.0,28.338654,25.247488,26.218237,0.0,0.0,1.8601687,5.4982486,23.853317,0.14725763,19.83272,19.708477,0.0,30.597261,20.020958,24.791325,3.3810554,1.3839942,0.0,9.030148,23.532019,0.0,0.0,0.0,0.0,0.0,0.0,19.521935,0.0,3.1737108,16.401798,0.0,17.610289,29.12904,3.700124,0.0,23.37796,0.0,0.0,0.0,25.811392,0.0,16.372736,4.8552637,0.0,6.1301203,0.0
B,19.767403,17.209576,20.08604,1.2340328,5.870598,0.0,0.0,0.0,20.53455,12.978495,13.539566,0.0,15.466722,0.0,23.531431,0.0,0.0,6.5225987,0.0,19.190212,20.434565,25.335306,2.9906468,13.622878,0.0,13.0346155,0.9804611,19.09792,0.0,8.737824,0.0,3.5823054,0.0,0.0,0.0,22.234726,18.584991,0.8966222,7.3113475,0.0,0.0,13.676842,17.008684,0.0,26.720207,19.431992,0.0,11.239194,17.452183,19.841516,0.0,19.050518,3.6303842,21.906036,0.0,14.9857855,18.217463,18.989515,18.956139,0.0,24.359608,17.897575,7.5324974,0.0,2.2561889,8.251346,5.382664,16.84281,5.0222383,0.0,9.217103,19.01744,9.478054,17.248972,4.551296,17.667908,0.0,0.88587713,0.0,0.0,0.0,0.0,16.828552,25.425194,0.0,0.0,21.246193,19.965755,17.340841,20.2469,19.07046,8.223048,0.0,0.30565128,13.149513,24.529642,15.586422,19.308865,20.632523,19.588778,3.6097076,0.0,23.476723,0.0,15.845266,20.418324,0.0,23.750444,1.907931,0.0,0.0,16.153048,20.439854,10.679856,1.8241315,21.212868,15.079458,0.0,15.169675,23.391663,0.0,18.670973,0.0,21.799511,0.0,0.0,20.784754,17.085306,13.063135,0.0,18.24183,2.3495777,18.511013,0.0,0.0,14.763936,0.03962718,0.0,0.0,2.2305138,8.576212,19.100336,19.507528,0.0,0.0,21.606432,9.491499,0.0,0.0,15.786127,16.224836,15.300892,0.0,0.0,24.095509,23.163788,19.104694,0.0,0.0,1.5859205,9.559878,18.938465,0.028079621,15.180438,15.184115,0.0,23.600431,22.213284,21.882936,18.03722,13.569128,0.0,11.78847,23.850224,0.0,0.0,0.0,0.0,0.0,0.0,19.053034,0.0,20.011057,19.416441,0.0,16.115416,28.1457,5.1171722,0.0,25.661026,0.0,0.0,0.0,25.710526,0.0,21.531576,8.2899685,0.0,3.678207,0.0
W,21.256285,18.56146,22.315289,0.63573366,7.5316916,0.0,0.0,0.0,19.600145,15.428379,14.910943,0.0,19.546362,0.0,29.615313,0.0,0.0,11.83808,0.0,20.688522,21.413294,23.739315,5.84277,16.92887,8.415313,3.4117231,12.844443,3.6599007,0.0,3.2180939,0.0,9.200102,0.0,0.0,0.0,22.696579,22.70094,2.7419279,6.0662313,0.0,0.0,1.7771515,17.834728,0.0,24.923962,14.074047,0.0,8.268686,18.037767,25.128693,0.0,22.62218,3.4216352,19.103735,0.0,13.235282,21.42687,19.457346,21.5811,9.188545,21.917126,21.435314,4.059417,0.0,1.41417,12.83436,3.4547448,18.549793,4.9377804,0.0,3.5387185,20.548067,8.543736,10.601228,7.6557984,22.069042,0.0,9.86697,0.0,0.0,0.0,0.0,15.545398,24.511566,0.0,0.0,21.339935,22.610748,19.888556,25.784006,7.338333,2.9373715,0.0,8.120738,3.8732471,22.7096,14.977386,20.76331,22.130817,17.029943,6.900766,0.0,21.10609,0.0,16.247902,21.880903,0.0,26.116241,6.7716517,0.0,0.0,19.229136,21.29548,13.238367,6.658731,19.80279,17.297977,0.0,17.909292,25.419916,0.0,19.237772,0.0,24.905966,0.0,0.0,14.85494,17.983538,13.631308,0.0,7.8646007,4.6153207,15.569735,0.0,0.0,10.721202,1.7277554,0.0,0.0,4.7835584,6.208873,9.581399,17.389187,0.0,0.0,24.013403,6.4423246,0.0,0.0,17.622053,20.527733,17.346447,0.0,0.0,22.127949,26.078236,21.59166,0.0,0.0,5.137868,3.7211127,23.469208,0.015028231,20.229319,19.867277,0.0,26.530714,20.570904,23.244755,9.122871,7.622204,0.0,12.227281,22.96599,0.0,0.0,0.0,0.0,0.0,0.0,20.07937,0.0,5.1395297,14.547534,0.0,18.929785,24.503332,2.3139396,0.0,28.101404,0.0,0.0,0.0,23.700542,0.0,18.398016,6.863109,0.0,10.22736,0.0
P,19.535936,17.026014,19.632586,1.0167873,7.353489,0.0,0.0,0.0,18.6362,15.814554,13.093865,0.0,13.185988,0.0,24.649683,0.0,0.0,2.0207448,0.0,19.412416,20.136965,23.674591,1.340827,13.53002,5.3005004,15.720948,2.4530234,19.247301,0.0,14.064389,0.0,10.155554,0.0,0.0,0.0,22.801165,18.365961,4.9877577,3.0518637,0.0,0.0,11.815688,15.246932,0.0,26.006052,17.499245,0.0,11.0950575,19.36173,17.301317,0.0,22.649162,1.5369567,21.670937,0.0,15.284019,21.281658,22.063562,21.434816,1.9597379,21.13292,20.116821,12.192566,0.0,0.31900263,14.364832,4.449603,14.449753,7.3214507,0.0,8.160385,19.627972,9.672022,14.247971,5.80798,17.966448,0.0,0.031032294,0.0,0.0,0.0,0.0,15.734293,23.192623,0.0,0.0,20.781427,19.951946,16.00895,23.793135,13.091282,8.830548,0.0,2.4111872,11.950747,26.152138,16.171318,20.030783,20.060516,19.670162,10.157739,0.0,21.295677,0.0,15.298956,18.942747,0.0,23.116278,7.8760624,0.0,0.0,16.075914,19.279755,11.293324,9.014832,19.645487,17.54968,0.0,15.544011,20.239182,0.0,15.853594,0.0,24.251091,0.0,0.0,19.024803,15.895553,13.418644,0.0,11.468672,5.217639,15.776237,0.0,0.0,16.65103,0.03798555,0.0,0.0,6.2062645,2.4734497,15.87899,20.860338,0.0,0.0,22.914186,10.032761,0.0,0.0,13.344124,19.207682,18.003567,0.0,0.0,23.602215,21.981337,20.218376,0.0,0.0,2.9243083,4.8866863,19.849789,0.011794023,14.052931,10.1789,0.0,24.52908,19.128618,19.539524,9.882678,15.853382,0.0,10.123017,20.012133,0.0,0.0,0.0,0.0,0.0,0.0,21.133781,0.0,15.777178,18.08377,0.0,17.818031,24.938793,0.00083809206,0.0,22.326694,0.0,0.0,0.0,26.344135,0.0,16.517143,7.0641093,0.0,8.783107,0.0
H,17.227613,14.457756,21.223207,0.8802111,8.900659,0.0,0.0,0.0,18.621218,14.362551,14.380324,0.0,16.7297,0.0,26.25196,0.0,0.0,7.962805,0.0,18.453032,17.116627,28.429956,1.2277555,13.077622,10.995951,17.743189,9.652151,13.982815,0.0,0.735818,0.0,0.08829519,0.0,0.0,0.0,22.13785,18.787497,1.0868047,4.047785,0.0,0.0,15.231271,13.529884,0.0,23.871365,15.2571945,0.0,13.12854,15.884771,21.896242,0.0,22.10205,6.28295,19.530554,0.0,13.761993,19.172115,20.915447,20.317307,5.14449,21.226233,17.393007,4.136475,0.0,0.7447959,12.840998,3.9918242,16.043821,0.9019492,0.0,5.2929063,19.636097,6.5616736,6.1167316,7.9004893,16.90362,0.0,0.0,0.0,0.0,0.0,0.0,12.830417,23.802254,0.0,0.0,21.951315,18.298119,19.256416,23.70516,18.90407,9.514083,0.0,3.5783439,13.444248,20.795996,14.995497,20.25675,20.113888,17.68141,1.2738951,0.0,20.326656,0.0,17.506796,17.019735,0.0,23.549519,0.0017285757,0.0,0.0,14.857587,17.06451,12.112659,7.4302034,15.999686,12.758959,0.0,19.387726,23.996935,0.0,16.76917,0.0,18.98875,0.0,0.0,17.863865,16.775488,14.210719,0.0,20.082308,5.759933,18.238304,0.0,0.0,14.713449,3.3320117,0.0,0.0,2.1585693,6.9355264,13.142385,17.844057,0.0,0.0,18.770632,3.1178312,0.0,0.0,11.192472,15.508377,17.19647,0.0,0.0,23.681763,21.278408,24.8801,0.0,0.0,6.2974114,4.8942647,17.560848,0.0108606145,12.538557,16.684727,0.0,26.857342,22.37602,20.869022,14.226001,10.467167,0.0,20.71929,22.2157,0.0,0.0,0.0,0.0,0.0,0.0,16.806139,0.0,21.71322,17.39112,0.0,13.960209,26.191982,1.037128,0.0,25.530165,0.0,0.0,0.0,22.114635,0.0,18.011208,7.6119413,0.0,0.35992002,0.0
Pd,20.280031,13.947107,21.070055,0.689862,5.9016557,0.0,0.0,0.0,19.8597,11.929335,14.567917,0.0,16.079468,0.0,27.41328,0.0,0.0,5.4854894,0.0,18.052055,23.740036,32.41013,4.3343186,14.940666,6.712649,10.696948,2.7162604,13.706584,0.0,12.638439,0.0,9.864042,0.0,0.0,0.0,19.937546,20.43843,0.0018716604,4.7567034,0.0,0.0,13.518391,15.940554,0.0,24.110893,19.253986,0.0,10.928949,19.64803,25.273895,0.0,20.5335,4.7295084,19.460886,0.0,12.539069,21.25122,24.05999,24.145868,5.3991537,21.89151,20.921417,4.715737,0.0,0.72738415,9.984918,4.296683,19.545734,6.121464,0.0,9.637309,20.042274,9.900976,10.118605,4.30947,19.061798,0.0,6.269954,0.0,0.0,0.0,0.0,15.803722,24.666412,0.0,0.0,22.938416,20.382404,13.885455,20.691128,7.5120153,10.076773,0.0,5.1417933,13.048028,22.852842,14.4116335,18.573343,21.164284,19.128311,8.447726,0.0,22.692877,0.0,20.97085,20.107653,0.0,24.202368,4.7984543,0.0,0.0,16.553583,17.896263,14.429933,3.2883227,19.46397,15.149824,0.0,17.73578,25.183321,0.0,18.044052,0.0,17.934023,0.0,0.0,18.124006,17.12817,13.564242,0.0,11.393434,9.29931,16.059315,0.0,0.0,14.825857,2.276554,0.0,0.0,8.789547,6.985439,7.885965,17.184523,0.0,0.0,26.711273,8.0848255,0.0,0.0,13.8086815,18.94618,20.544655,0.0,0.0,25.252346,22.041693,20.488031,0.0,0.0,6.1248107,5.820502,21.650059,1.228476,17.00866,17.587397,0.0,25.25171,18.867258,20.21757,13.020086,7.892685,0.0,4.767018,25.620052,0.0,0.0,0.0,0.0,0.0,0.0,19.676052,0.0,11.279315,13.675332,0.0,18.88298,30.672003,12.781661,0.0,20.748302,0.0,0.0,0.0,18.53081,0.0,15.847704,8.850742,0.0,4.595516,0.0
As,22.586006,17.081291,22.845284,1.4235293,5.922714,0.0,0.0,0.0,18.65298,17.146217,12.216805,0.0,14.682647,0.0,26.873066,0.0,0.0,6.5405354,0.0,20.234419,18.924946,25.753412,1.1320741,14.582611,7.230806,7.7142687,6.88126,16.630648,0.0,11.771691,0.0,9.370629,0.0,0.0,0.0,22.824085,18.637949,5.38689,7.2609572,0.0,0.0,12.016169,16.280245,0.0,28.10913,17.56343,0.0,13.20357,20.487434,21.099686,0.0,21.31633,5.8845615,23.014477,0.0,16.31001,22.150774,21.58555,18.962059,5.6352477,23.685543,20.72512,7.497607,0.0,0.2685293,13.244464,6.36771,14.957713,8.743581,0.0,9.91893,17.858095,7.548102,15.070754,3.2480743,17.955492,0.0,6.5714216,0.0,0.0,0.0,0.0,15.877942,23.90292,0.0,0.0,21.787743,18.617203,16.435501,22.650446,9.705122,7.5386176,0.0,4.286618,13.142485,26.618727,16.2332,19.471308,19.968517,21.302822,7.7698035,0.0,20.119804,0.0,16.410337,20.78025,0.0,27.367207,8.355769,0.0,0.0,19.511465,20.686337,12.391926,12.459725,16.84145,17.601019,0.0,17.117014,20.828566,0.0,17.212893,0.0,24.97228,0.0,0.0,20.587078,15.817945,11.332535,0.0,8.274198,4.470119,17.965769,0.0,0.0,13.122482,0.9166163,0.0,0.0,4.0664816,2.3396194,13.0814,19.083572,0.0,0.0,21.530811,11.795085,0.0,0.0,12.822649,19.040066,15.342573,0.0,0.0,26.062664,23.74991,18.789677,0.0,0.0,1.7302531,4.604339,21.309292,0.0,11.717988,16.991884,0.0,24.475971,20.254093,17.37216,7.315755,13.533758,0.0,9.326037,23.5032,0.0,0.0,0.0,0.0,0.0,0.0,18.2555,0.0,12.427975,21.478897,0.0,19.132965,23.37149,1.8850638,0.0,22.525717,0.0,0.0,0.0,23.878511,0.0,17.753057,5.075553,0.0,4.6494913,0.0
Co,26.267967,20.386887,21.904896,1.9336573,4.8162336,0.0,0.0,0.0,21.352324,18.281656,16.135365,0.0,18.641066,0.0,30.315596,0.0,0.0,7.358332,0.0,21.03016,26.894321,31.942587,1.7590632,20.131872,3.3765578,2.7374148,6.707797,5.9434295,0.0,9.320722,0.0,11.578363,0.0,0.0,0.0,22.737282,24.77697,1.3872215,2.7186317,0.0,0.0,6.300687,20.120531,0.0,30.536034,20.335585,0.0,8.361579,21.308899,28.520857,0.0,24.501299,0.2881555,26.219675,0.0,14.240573,24.239876,21.649157,25.657133,3.203142,24.982819,22.938347,4.9343486,0.0,0.8406916,7.662451,2.8140054,19.628859,0.7108695,0.0,4.1930504,23.16955,9.885065,5.9884386,3.3586872,22.212774,0.0,5.2033715,0.0,0.0,0.0,0.0,17.576082,25.750729,0.0,0.0,24.62871,24.01933,21.752005,25.204742,1.9523615,3.6577208,0.0,4.8417587,7.377679,24.615969,17.784595,21.582203,25.16598,24.25779,1.9195195,0.0,27.148708,0.0,17.1765,19.46763,0.0,27.889696,3.304105,0.0,0.0,21.36916,25.441908,14.995685,2.6839757,22.700037,20.743269,0.0,19.781431,29.083643,0.0,21.74766,0.0,24.564625,0.0,0.0,21.392971,19.580801,10.787673,0.0,8.262245,1.1919049,16.356287,0.0,0.0,8.552419,1.3768144,0.0,0.0,1.5717893,3.6594636,2.92643,20.695965,0.0,0.0,27.747688,13.271053,0.0,0.0,17.561762,19.443893,19.034342,0.0,0.0,27.667576,23.980616,19.116337,0.0,0.0,2.4012473,8.323285,23.916851,0.9808715,19.894545,18.048,0.0,28.069796,21.12995,23.227089,10.440621,5.915655,0.0,6.0125165,26.64281,0.0,0.0,0.0,0.0,0.0,0.0,23.293009,0.0,4.4561343,18.21468,0.0,20.386757,32.808693,4.403379,0.0,24.82192,0.0,0.0,0.0,26.07224,0.0,17.20632,2.1752083,0.0,2.09793,0.0
Np,6.9698644,5.2982407,7.504899,0.36886814,22.432478,0.0,0.0,0.0,6.894591,3.3336172,0.9197701,0.0,2.2120523,0.0,4.348868,0.0,0.0,6.0334573,0.0,7.1715283,8.173816,5.5628734,0.14091465,4.385342,17.998455,18.107927,10.025706,3.441194,0.0,0.65307856,0.0,0.71568924,0.0,0.0,0.0,6.678268,8.641749,1.3553842,13.766197,0.0,0.0,11.826515,2.1047795,0.0,10.139643,7.286091,0.0,0.21476984,6.7833157,9.611708,0.0,5.6385336,18.526798,7.664961,0.0,2.0577652,6.644325,1.6771289,7.641547,13.60357,7.0347495,2.2185578,7.174106,0.0,1.4904921,6.836858,7.518828,3.7270923,24.03679,0.0,18.821276,5.9343333,0.020717546,2.518577,15.137774,6.1673765,0.0,20.544718,0.0,0.0,0.0,0.0,6.3424034,8.051985,0.0,0.0,4.518452,5.604235,4.3015304,4.3776884,0.0012810007,11.470854,0.0,3.0454748,0.22314489,5.4876604,2.6740546,5.5380507,7.995998,8.054853,5.7190223,0.0,9.095794,0.0,6.817726,6.195179,0.0,7.3060455,21.546566,0.0,0.0,4.344543,5.482643,4.6218257,12.192756,6.351598,2.2823157,0.0,7.4291143,5.7489734,0.0,8.911448,0.0,6.16441,0.0,0.0,5.3701334,4.0327234,2.5825045,0.0,0.3676581,8.9323,3.5289605,0.0,0.0,4.7198305,0.15504335,0.0,0.0,22.080078,10.591419,10.232931,5.44072,0.0,0.0,7.152711,2.9955728,0.0,0.0,4.828869,8.705583,2.680752,0.0,0.0,4.6110144,3.9166496,1.7407774,0.0,0.0,18.720684,1.2417955,6.9354734,0.6717759,2.9735298,7.1447773,0.0,8.884898,4.481194,7.4898596,4.7119293,10.017483,0.0,19.253716,5.849086,0.0,0.0,0.0,0.0,0.0,0.0,7.1793175,0.0,1.2875706,6.6910195,0.0,6.282953,7.353036,10.483578,0.0,9.310048,0.0,0.0,0.0,6.103365,0.0,0.12038453,13.5613,0.0,13.219353,0.0
