element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Rh,18.938385,12.696144,15.434114,0.27845564,15.243812,0.0,0.0,0.0,14.574341,17.680449,11.926848,0.0,16.581484,0.0,25.602495,0.0,0.0,0.015273279,0.0,16.2902,21.91561,23.575228,0.17725247,13.62911,6.4857497,8.154588,3.0777073,4.555988,0.0,13.01405,0.0,10.157874,0.0,0.0,0.0,19.649017,19.550636,1.1025773,6.920629,0.0,0.0,18.850214,12.117964,0.0,14.575422,14.430421,0.0,10.971348,16.731678,24.317959,0.0,15.130797,7.9930224,14.325817,0.0,15.414418,16.415709,19.683502,21.236645,9.255506,23.987614,17.5965,0.21210262,0.0,1.120752,6.202426,14.394453,15.309821,5.7866063,0.0,9.903676,18.490862,15.879453,11.686412,7.012009,13.740047,0.0,13.935625,0.0,0.0,0.0,0.0,14.028349,21.715597,0.0,0.0,19.97047,18.080963,14.871576,15.538859,8.588905,7.4921355,0.0,12.222146,12.142395,23.457891,14.665207,21.125496,19.623377,17.849537,17.929089,0.0,18.105444,0.0,15.035048,16.299673,0.0,23.126179,15.635239,0.0,0.0,19.024193,16.868975,9.806655,12.256497,17.301607,16.32107,0.0,13.835532,15.655838,0.0,16.916561,0.0,20.298164,0.0,0.0,14.491105,15.981757,9.212527,0.0,6.50314,5.93519,16.711008,0.0,0.0,17.971256,4.8525596,0.0,0.0,9.549919,12.035951,12.430504,12.247191,0.0,0.0,22.357811,7.9094954,0.0,0.0,15.414794,14.102134,15.2469845,0.0,0.0,22.547472,21.104784,28.844118,0.0,0.0,2.17645,5.2741985,14.435959,0.06726212,15.046532,23.016407,0.0,15.055478,17.071478,17.516846,2.2922626,15.725636,0.0,0.0045465752,18.083776,0.0,0.0,0.0,0.0,0.0,0.0,14.156195,0.0,5.778409,18.447903,0.0,14.636286,30.535675,4.5104756,0.0,20.687439,0.0,0.0,0.0,21.160479,0.0,16.534893,11.333272,0.0,2.630527,0.0
Th,9.3106985,8.645795,13.633483,1.3404297,15.623013,0.0,0.0,0.0,13.236819,9.781722,7.543621,0.0,9.4359665,0.0,10.007305,0.0,0.0,4.3805914,0.0,11.669707,11.317377,18.821238,0.42998344,12.384012,13.813578,0.16507079,0.6173986,25.48954,0.0,27.083721,0.0,2.5732434,0.0,0.0,0.0,13.169849,13.33036,1.2772932,7.764668,0.0,0.0,5.582042,9.294428,0.0,13.789252,8.5119915,0.0,7.3119535,11.943311,12.297317,0.0,13.534026,14.340757,10.927568,0.0,4.9423757,10.401655,17.094534,9.907338,6.3523326,16.80476,12.663737,7.307548,0.0,0.39382243,1.1524259,19.559181,12.877013,10.727514,0.0,16.650818,13.094691,0.0037245005,19.791056,20.642397,10.090081,0.0,2.3529975,0.0,0.0,0.0,0.0,13.112084,13.974824,0.0,0.0,12.588946,9.67202,13.191583,11.668761,8.229241,19.496845,0.0,29.980238,0.07334521,10.734936,7.235463,9.102389,13.51881,15.007898,18.682602,0.0,14.922857,0.0,4.3241653,12.650619,0.0,11.707466,11.151823,0.0,0.0,6.441514,12.222686,3.7050004,7.4930377,10.92987,6.6487203,0.0,8.704688,12.374412,0.0,13.3190775,0.0,12.190485,0.0,0.0,13.312416,12.181099,9.675539,0.0,21.34892,12.459774,9.680201,0.0,0.0,9.496763,2.7047844,0.0,0.0,12.844728,11.514672,14.249048,13.345517,0.0,0.0,10.235593,2.5730162,0.0,0.0,6.173487,9.726792,10.190426,0.0,0.0,18.686028,14.320236,4.264419,0.024245746,0.0,4.7454877,8.570574,10.321112,0.9699654,9.598875,20.427008,0.0,13.186706,18.085009,12.468942,9.211508,7.1776247,0.0,22.075418,13.638351,0.0,0.0,0.0,0.0,0.0,0.0,10.870292,0.0,8.405458,6.5611687,0.0,11.402436,15.779596,0.17109573,0.0,18.403982,0.0,0.0,0.0,9.708092,0.0,7.285485,10.033295,0.0,10.603502,0.0
Na,26.126417,23.521694,21.89809,1.377335,1.7586632,0.0,0.0,0.0,24.159481,18.754822,16.777552,0.0,17.484148,0.0,29.780428,0.0,0.0,12.082615,0.0,23.292976,26.929035,33.84501,1.1187711,22.844332,2.4974277,1.4928352,5.703906,3.4150672,0.0,4.3355737,0.0,5.4288535,0.0,0.0,0.0,25.285797,25.639233,1.787665,1.4880677,0.0,0.0,0.55181605,20.84596,0.0,33.124245,17.947168,0.0,11.117951,21.977528,30.63465,0.0,25.924892,4.2889967,24.630627,0.0,15.711867,25.272318,20.709599,28.635126,4.052217,27.327179,23.291544,5.43035,0.0,0.23175295,5.985364,1.9381582,18.588583,3.4133983,0.0,2.3393238,21.431002,3.989828,6.341786,1.9779651,22.497566,0.0,3.7719924,0.0,0.0,0.0,0.0,17.678652,29.500004,0.0,0.0,24.226728,26.623646,20.436796,26.02478,6.203605,0.0,0.0,2.126293,3.7592847,23.097013,15.093285,23.312263,23.91164,25.116476,1.2132927,0.0,29.565317,0.0,17.069801,25.038176,0.0,27.136518,4.9887743,0.0,0.0,20.59979,22.790749,13.175305,0.786029,22.825535,21.106186,0.0,17.898216,29.497854,0.0,23.871119,0.0,28.92707,0.0,0.0,19.71733,22.164473,12.945865,0.0,8.688133,0.0,16.30036,0.0,0.0,8.416922,0.27688062,0.0,0.0,0.9036517,1.6391363,1.6121154,23.479362,0.0,0.0,28.367025,5.988207,0.0,0.0,18.696333,21.972176,19.021074,0.0,0.0,29.04014,28.846777,17.09776,0.0,0.0,0.5215596,6.429234,24.36716,0.0,17.074244,17.967216,0.0,31.738926,19.198292,25.960085,13.560533,7.035837,0.0,11.2388935,26.496576,0.0,0.0,0.0,0.0,0.0,0.0,22.590307,0.0,4.5475025,20.038883,0.0,19.646408,31.710611,2.7261105,0.0,31.0656,0.0,0.0,0.0,25.41754,0.0,21.800694,1.4782454,0.0,0.77058184,0.0
Ru,14.193439,18.273129,14.995364,0.72891825,14.357141,0.0,0.0,0.0,19.352232,14.584839,12.943501,0.0,13.827991,0.0,24.580433,0.0,0.0,5.9784684,0.0,18.462847,23.958385,23.07561,0.479355,19.470459,13.879223,13.816985,11.707649,9.827647,0.0,13.215731,0.0,17.87756,0.0,0.0,0.0,19.076805,23.702398,1.3113468,10.582461,0.0,0.0,11.694485,12.072968,0.0,25.493484,10.82365,0.0,9.223882,18.040352,20.338675,0.0,19.642002,3.415271,17.25593,0.0,14.140617,19.581245,18.553873,22.867956,13.611304,22.768343,16.119736,4.131387,0.0,0.52778184,7.679958,9.089508,12.977603,3.9451382,0.0,5.5997877,19.071733,17.37311,12.529867,7.659292,15.172005,0.0,15.779543,0.0,0.0,0.0,0.0,13.742424,23.163363,0.0,0.0,18.142105,18.954369,14.120201,18.227772,0.0037055835,4.291872,0.0,12.977487,6.8330956,25.902254,15.177445,15.7533045,18.391092,20.775915,10.788184,0.0,23.39283,0.0,13.423356,14.9591255,0.0,20.512924,9.550911,0.0,0.0,18.510843,17.650484,13.1578865,5.7455187,13.775023,21.693644,0.0,19.556864,21.92769,0.0,15.904678,0.0,20.571268,0.0,0.0,16.702858,12.272218,8.5025425,0.0,0.00180302,8.102867,7.6782675,0.0,0.0,8.445296,1.535535,0.0,0.0,12.225563,4.685772,4.8591905,14.148543,0.0,0.0,21.748528,11.9757595,0.0,0.0,12.974909,19.601532,18.765028,0.0,0.0,22.52864,20.281725,18.878263,0.0,0.0,4.2597384,2.3896053,18.98792,0.04630547,21.08626,20.35485,0.0,25.110458,20.58254,20.444345,5.3752775,1.8795841,0.0,12.533954,17.195662,0.0,0.0,0.0,0.0,0.0,0.0,14.33777,0.0,2.638378,12.534434,0.0,14.202536,31.489517,4.6067276,0.0,21.589916,0.0,0.0,0.0,23.607391,0.0,17.97597,3.2813687,0.0,12.3746195,0.0
La,22.73084,17.968435,24.557226,1.7911931,0.6778228,0.0,0.0,0.0,21.108385,14.711103,11.852984,0.0,15.485656,0.0,29.002317,0.0,0.0,12.261593,0.0,20.99858,20.070564,31.57994,2.339554,19.079643,10.081235,6.9577675,3.3687391,4.5068727,0.0,6.2969894,0.0,2.0089066,0.0,0.0,0.0,22.937553,22.088263,0.9525908,4.725759,0.0,0.0,3.3740792,16.13564,0.0,29.156078,19.328743,0.0,14.406759,20.498674,26.294592,0.0,23.068565,7.3914785,22.868143,0.0,14.932691,20.75903,23.561562,23.837791,8.020853,26.540997,20.628792,6.128257,0.0,0.96667916,2.8074057,4.3638406,21.631893,4.4611864,0.0,4.4869995,23.080717,2.2487838,10.259854,9.776912,20.515013,0.0,2.6360083,0.0,0.0,0.0,0.0,20.20803,26.2956,0.0,0.0,20.318987,19.919285,19.03282,24.37673,5.470246,9.661686,0.0,8.099757,4.0189657,20.967848,14.817051,19.787428,24.809849,22.831446,3.4609542,0.0,22.630716,0.0,18.03329,22.365862,0.0,25.224684,11.750821,0.0,0.0,17.882095,19.915024,13.074364,4.80004,23.79723,16.973415,0.0,15.602964,27.183405,0.0,22.925922,0.0,26.07811,0.0,0.0,20.974234,18.804047,14.605687,0.0,8.568547,6.3949256,18.283937,0.0,0.0,10.205908,3.168133,0.0,0.0,7.894813,4.853484,10.046606,19.408764,0.0,0.0,27.71776,3.7815263,0.0,0.0,13.446182,19.378925,20.626879,0.0,0.0,27.409718,24.617096,19.84665,0.0,0.0,9.269606,7.5971537,20.351545,0.0,14.207135,23.218987,0.0,29.779547,18.08408,22.805084,12.630108,3.791579,0.0,6.1382256,25.009254,0.0,0.0,0.0,0.0,0.0,0.0,18.046412,0.0,8.8087225,17.04401,0.0,19.234657,30.56921,3.2802474,0.0,25.303585,0.0,0.0,0.0,19.795578,0.0,16.741392,5.705706,0.0,5.048751,0.0
Re,17.149813,13.363955,17.005638,0.80539525,13.069533,0.0,0.0,0.0,14.9562435,13.472205,14.625375,0.0,15.791055,0.0,21.709932,0.0,0.0,14.330295,0.0,16.475155,19.525362,19.382055,10.806433,13.861677,8.3613205,0.005766198,3.7236905,1.2376057,0.0,9.1033125,0.0,17.43402,0.0,0.0,0.0,19.829609,17.826292,0.27248347,10.727761,0.0,0.0,0.021676257,13.760653,0.0,19.745745,11.835985,0.0,6.8802915,14.37527,22.94802,0.0,14.625874,3.087822,17.729359,0.0,12.353509,20.257704,22.245321,15.854135,15.591311,21.619078,19.151531,1.785598,0.0,1.9321399,4.2355466,7.875861,13.312391,2.6024306,0.0,14.79617,13.525777,21.034266,5.1411605,14.549711,14.344194,0.0,18.420073,0.0,0.0,0.0,0.0,11.722249,19.685406,0.0,0.0,13.506454,17.225456,14.913765,19.756264,3.9347668,18.822966,0.0,7.901033,10.321658,12.562401,11.145323,14.76655,19.051092,10.789169,11.048866,0.0,19.062046,0.0,16.7921,13.206655,0.0,20.022404,0.12060921,0.0,0.0,9.583548,19.080742,12.956032,11.63201,18.46296,13.500612,0.0,11.700201,20.994493,0.0,10.334552,0.0,19.720293,0.0,0.0,13.48069,13.226453,10.689413,0.0,9.486896,15.574807,7.970625,0.0,0.0,11.349265,0.06018345,0.0,0.0,13.374027,11.95913,6.670412,12.640243,0.0,0.0,22.798683,14.6459,0.0,0.0,10.676893,14.798272,13.622863,0.0,0.0,12.991036,18.0764,20.111252,0.0,0.0,14.180107,0.0066602156,18.98071,0.0,16.130327,16.249298,0.0,22.00833,11.901874,18.456955,8.869607,18.262358,0.0,7.8153367,22.694695,0.0,0.0,0.0,0.0,0.0,0.0,15.974396,0.0,0.014330655,8.65046,0.0,12.905331,23.949213,0.49753892,0.0,25.224007,0.0,0.0,0.0,17.471804,0.0,14.184366,10.8141165,0.0,11.411659,0.0
Y,23.017023,22.176497,20.782265,5.6356916,8.311104,0.0,0.0,0.0,20.87603,17.406343,15.355367,0.0,16.06175,0.0,24.839397,0.0,0.0,12.423837,0.0,20.749699,22.193213,30.823523,0.85806876,14.810881,11.242543,6.7654285,5.2708187,7.7312346,0.0,3.810573,0.0,2.538024,0.0,0.0,0.0,23.153547,22.98385,6.529369,6.502156,0.0,0.0,0.009619907,13.681575,0.0,29.021486,18.75835,0.0,8.4369755,18.3772,22.581432,0.0,21.787092,7.576467,20.398823,0.0,15.089503,20.71832,20.228558,20.367212,10.030778,23.188385,20.30743,2.2137337,0.0,0.51274353,5.5319705,10.606383,16.096073,5.8237863,0.0,6.2997026,21.442142,4.2343535,15.1986685,10.086695,20.968403,0.0,9.230377,0.0,0.0,0.0,0.0,17.307007,25.029291,0.0,0.0,18.563166,22.175335,19.709562,20.312986,4.804625,10.633653,0.0,12.938402,5.836188,24.846277,16.702923,20.585783,20.664171,18.750633,6.319325,0.0,24.466244,0.0,15.894581,21.873611,0.0,26.693348,15.32224,0.0,0.0,17.208506,19.855179,10.235407,6.3573647,20.210571,17.119884,0.0,15.580161,23.239866,0.0,19.459204,0.0,19.242556,0.0,0.0,16.74143,16.278591,17.387407,0.0,9.036054,6.9687943,17.984144,0.0,0.0,7.496265,0.27381366,0.0,0.0,8.598064,5.4160852,6.403105,18.165855,0.0,0.0,24.96849,2.7936282,0.0,0.0,16.570719,16.687752,19.85316,0.0,0.0,21.979242,23.721283,17.719715,0.0,0.0,8.729314,6.023031,19.674648,0.0,13.322688,21.209711,0.0,30.907185,18.117731,19.670681,9.765217,4.246106,0.0,10.192607,22.53086,0.0,0.0,0.0,0.0,0.0,0.0,17.37419,0.0,7.800432,16.806305,0.0,16.022715,24.83778,4.1514554,0.0,23.555923,0.0,0.0,0.0,24.620903,0.0,20.779428,5.982741,0.0,6.3497124,0.0
Er,19.480516,17.835535,19.553295,1.6061009,9.978631,0.0,0.0,0.0,19.248266,18.506048,13.320458,0.0,13.840932,0.0,22.457779,0.0,0.0,17.178217,0.0,16.620296,14.917911,25.814903,2.0410857,13.859281,12.18058,9.129985,0.0009242296,10.540662,0.0,2.9016273,0.0,4.58639,0.0,0.0,0.0,20.984486,18.465597,3.2506776,5.2469378,0.0,0.0,4.198679,10.142689,0.0,26.364904,17.554876,0.0,6.418062,16.645582,14.927796,0.0,18.427464,13.703654,15.65074,0.0,12.488746,19.350967,19.148945,14.528451,8.704624,19.688227,19.99115,2.561098,0.0,1.312227,5.508392,15.028962,15.559706,7.479646,0.0,6.3351126,18.694386,0.15486573,26.081373,11.73676,16.371004,0.0,14.198507,0.0,0.0,0.0,0.0,19.686308,21.725786,0.0,0.0,16.941145,17.610126,15.770515,21.259977,12.566879,7.762497,0.0,17.134008,1.1011504,22.116543,15.638411,19.031626,18.139637,16.848795,9.643314,0.0,21.22191,0.0,19.832771,17.968193,0.0,20.83783,16.925354,0.0,0.0,16.175192,16.506517,9.51904,11.465991,17.440456,14.117014,0.0,13.945873,18.208305,0.0,17.203072,0.0,16.240149,0.0,0.0,11.506219,15.27095,12.957103,0.0,6.2347145,6.4215326,10.924295,0.0,0.0,7.285314,0.0341305,0.0,0.0,14.333464,11.616485,6.254326,15.374219,0.0,0.0,24.081392,3.3125322,0.0,0.0,13.771489,17.391977,13.264284,0.0,0.0,17.231123,20.743668,19.874397,0.0,0.0,10.563448,12.582343,14.699897,0.0,7.8595753,19.002775,0.0,23.875797,15.474046,19.667118,18.391447,0.14295018,0.0,4.055214,20.559948,0.0,0.0,0.0,0.0,0.0,0.0,19.716,0.0,5.1896257,17.618975,0.0,17.19098,22.337778,6.878751,0.0,22.082832,0.0,0.0,0.0,24.24703,0.0,19.054964,14.448219,0.0,8.366433,0.0
Ce,17.360624,17.519478,22.224754,3.6614692,4.205856,0.0,0.0,0.0,22.217575,13.426551,13.640111,0.0,16.432093,0.0,23.6087,0.0,0.0,10.14358,0.0,19.90021,22.143795,29.02247,3.5179524,13.60538,7.056277,6.8156805,6.6469994,7.5013137,0.0,10.946522,0.0,3.8830562,0.0,0.0,0.0,23.31611,22.095715,3.6485624,11.397533,0.0,0.0,0.9932868,18.008673,0.0,28.948341,17.955685,0.0,10.655174,20.84276,24.912342,0.0,24.3898,5.8770185,19.80033,0.0,14.893929,19.647137,19.574224,21.084446,8.802074,24.450035,19.853056,7.3729687,0.0,0.95472604,5.812279,11.215189,18.345753,8.894313,0.0,6.638516,20.033043,1.489107,11.759915,8.785628,19.945082,0.0,3.6984632,0.0,0.0,0.0,0.0,18.191849,23.515182,0.0,0.0,20.1275,18.447811,15.585283,23.915787,8.658352,11.749123,0.0,14.19748,0.000988476,22.93497,12.366911,19.20678,23.244965,23.259995,8.915106,0.0,27.51139,0.0,14.066046,18.678682,0.0,22.76369,11.9761715,0.0,0.0,17.868805,18.89153,10.027979,1.8133075,20.92716,18.082224,0.0,15.908738,26.12164,0.0,19.873583,0.0,21.526972,0.0,0.0,18.771063,19.01202,13.494322,0.0,10.584234,5.114874,13.968605,0.0,0.0,15.500641,1.1805211,0.0,0.0,6.925929,7.785545,10.7519865,15.291236,0.0,0.0,21.80123,4.602067,0.0,0.0,17.87017,15.725442,17.750353,0.0,0.0,25.062803,25.010286,14.475393,0.0,0.0,9.280104,3.9427414,21.566132,0.0,17.624891,21.243797,0.0,27.616232,19.347042,21.27733,10.874415,1.508816,0.0,6.2837462,24.650969,0.0,0.0,0.0,0.0,0.0,0.0,19.699615,0.0,2.165526,12.330012,0.0,18.128021,28.382177,5.2591844,0.0,25.28003,0.0,0.0,0.0,25.773493,0.0,18.743494,9.620017,0.0,7.735056,0.0
Pt,22.659174,16.889769,17.496286,1.0648627,9.834626,0.0,0.0,0.0,20.84844,14.427473,13.332346,0.0,18.395662,0.0,31.199112,0.0,0.0,8.931814,0.0,17.95002,18.800224,28.27728,1.3626812,15.389604,9.226111,8.874907,5.507723,6.30409,0.0,17.611807,0.0,16.141304,0.0,0.0,0.0,17.678783,20.529728,2.1691132,5.3863955,0.0,0.0,13.248037,13.805024,0.0,22.687157,16.76723,0.0,15.19971,18.06618,24.97598,0.0,22.693272,6.2861214,25.272758,0.0,10.535688,20.38583,17.503468,21.402079,5.90881,21.27296,20.519606,6.3742447,0.0,2.0642338,6.0973945,13.701478,18.430422,2.263614,0.0,10.104032,19.218369,17.089205,6.53145,9.072936,14.868136,0.0,7.7754617,0.0,0.0,0.0,0.0,13.774156,24.05597,0.0,0.0,19.931524,21.77324,14.511899,20.838331,5.5711775,5.5577173,0.0,2.1898186,12.152747,17.965952,14.242187,15.623797,19.008488,17.698841,11.368172,0.0,22.864319,0.0,19.094479,16.243402,0.0,17.950724,3.5780017,0.0,0.0,15.336781,18.864817,11.482026,3.0747187,12.224442,15.90368,0.0,16.436127,23.69885,0.0,13.757655,0.0,19.199812,0.0,0.0,16.889164,15.099536,12.650223,0.0,11.370091,10.836331,11.657539,0.0,0.0,14.776757,5.7226777,0.0,0.0,5.966987,8.462471,5.645233,16.977713,0.0,0.0,25.949677,10.91745,0.0,0.0,12.801512,15.586496,18.036642,0.0,0.0,23.026587,18.804794,17.261692,0.0,0.0,1.4634752,9.489127,24.397186,0.20577773,17.970745,18.673931,0.0,23.265491,19.396097,22.239058,14.215151,8.47017,0.0,1.6189184,24.629221,0.0,0.0,0.0,0.0,0.0,0.0,18.009537,0.0,11.501341,18.495747,0.0,14.821021,31.599928,2.0455334,0.0,19.501368,0.0,0.0,0.0,23.179607,0.0,18.121992,6.397104,0.0,9.73366,0.0
Ga,22.604458,17.87069,23.77779,1.5008405,3.5910275,0.0,0.0,0.0,21.740862,16.530302,14.006695,0.0,18.046309,0.0,30.569218,0.0,0.0,4.824946,0.0,20.946661,24.804455,28.836243,0.6320445,16.863081,3.859309,6.758399,6.1932,9.278849,0.0,13.52201,0.0,10.55476,0.0,0.0,0.0,21.164597,22.389591,1.7332088,3.6343012,0.0,0.0,9.524526,19.452484,0.0,27.560284,20.103909,0.0,11.641331,19.533348,26.822653,0.0,26.73281,2.6055987,24.983694,0.0,13.566664,21.343964,21.373806,25.077845,2.4778144,24.158733,21.387169,7.0924177,0.0,1.5776623,9.063146,5.49066,19.146608,4.769979,0.0,7.1782713,21.642498,9.550481,7.9193234,3.7544713,20.11656,0.0,4.855892,0.0,0.0,0.0,0.0,18.496784,25.053398,0.0,0.0,25.139692,22.913591,16.738953,25.042921,3.9724042,5.4448266,0.0,0.9772182,10.73896,27.572931,16.449722,20.0875,22.08335,22.915932,3.2527282,0.0,23.512594,0.0,18.553196,21.175484,0.0,26.32903,4.784943,0.0,0.0,19.200365,23.527718,13.882004,2.3360605,22.866636,17.771101,0.0,19.830395,24.57806,0.0,20.217932,0.0,22.802038,0.0,0.0,20.972744,19.362194,14.273506,0.0,6.98852,3.3362348,19.42691,0.0,0.0,11.798579,0.5998221,0.0,0.0,1.684841,2.7074006,9.290184,21.741621,0.0,0.0,26.150648,12.273496,0.0,0.0,18.317696,20.314281,17.795265,0.0,0.0,26.282112,21.61997,19.379028,0.0,0.0,3.4311233,8.943404,26.503376,0.0,16.28606,16.521244,0.0,27.081549,20.169043,21.164888,11.500853,10.403015,0.0,4.7539372,25.355202,0.0,0.0,0.0,0.0,0.0,0.0,22.044334,0.0,10.749484,19.793936,0.0,20.8509,31.736212,3.5574925,0.0,25.462906,0.0,0.0,0.0,24.01497,0.0,16.134172,5.640547,0.0,3.687532,0.0
Li,22.064358,18.46776,24.252256,1.7714769,4.3507166,0.0,0.0,0.0,22.292978,17.240236,14.821735,0.0,19.00833,0.0,30.645515,0.0,0.0,9.039658,0.0,21.646793,25.03099,29.38507,0.92674977,19.83463,3.6961236,7.457877,6.3051324,5.2159615,0.0,7.7900705,0.0,8.808343,0.0,0.0,0.0,24.113514,23.482065,1.8870116,4.870738,0.0,0.0,4.7934537,19.764841,0.0,28.061455,20.221418,0.0,9.99038,20.333633,26.229258,0.0,25.431555,3.542363,24.747677,0.0,15.377973,22.974825,22.23022,25.28795,4.77473,25.249004,21.635592,7.7120976,0.0,0.8491385,8.214307,4.9623733,17.500038,3.3201084,0.0,4.5793896,21.789225,7.0536866,6.6145997,1.2887883,21.900019,0.0,4.2406626,0.0,0.0,0.0,0.0,19.376936,28.037733,0.0,0.0,25.307758,24.37155,18.090408,26.235746,5.9956474,3.352049,0.0,3.7460277,5.714453,23.936075,15.668314,21.197044,24.595572,22.221004,3.8011434,0.0,25.540983,0.0,17.749945,20.372723,0.0,28.097282,5.938484,0.0,0.0,20.188435,22.519764,14.698561,1.3106877,22.240812,18.549982,0.0,21.23469,27.867775,0.0,20.795374,0.0,24.31838,0.0,0.0,22.847,19.950882,15.306979,0.0,7.8505383,2.505463,17.840988,0.0,0.0,11.708445,2.142503,0.0,0.0,2.0439456,3.7577548,5.776576,20.777838,0.0,0.0,26.512094,9.038789,0.0,0.0,19.826809,21.234673,19.330711,0.0,0.0,27.367409,25.340837,20.477562,0.0,0.0,4.0661316,5.213128,26.170422,0.18868646,17.21121,16.840681,0.0,30.513397,21.096508,23.834934,13.045935,7.5617304,0.0,8.838788,27.180552,0.0,0.0,0.0,0.0,0.0,0.0,22.66052,0.0,8.786816,19.603016,0.0,19.335678,32.020153,3.4810774,0.0,27.242678,0.0,0.0,0.0,25.962421,0.0,19.17388,4.4664702,0.0,4.176435,0.0
Cs,22.470028,19.362976,23.551943,1.0958503,3.9473069,0.0,0.0,0.0,21.392975,14.911562,15.477492,0.0,16.6364,0.0,26.27856,0.0,0.0,9.809319,0.0,20.729939,24.263739,33.365364,3.0252087,17.31222,7.9121103,7.6268883,3.6983275,12.022981,0.0,7.935824,0.0,3.3053303,0.0,0.0,0.0,24.658625,23.5165,1.7880667,4.563641,0.0,0.0,8.272561,19.188396,0.0,30.745153,18.730526,0.0,10.181251,21.727852,24.44739,0.0,22.369753,4.6891327,23.732212,0.0,16.036467,21.75766,22.324432,24.044199,3.9257886,24.957096,20.803692,5.813954,0.0,0.827868,5.557289,6.597521,17.661875,4.0719934,0.0,6.6767178,21.543016,3.2127962,9.9412775,3.492692,20.207493,0.0,0.78745925,0.0,0.0,0.0,0.0,17.47518,29.511478,0.0,0.0,21.82945,21.718613,18.401163,27.173307,10.49905,8.645527,0.0,4.736898,5.3487906,21.653282,16.199074,21.498924,21.699144,23.190058,2.3499668,0.0,24.819366,0.0,17.274292,22.202593,0.0,27.271309,6.9257426,0.0,0.0,18.712646,20.24295,12.9000225,5.1802115,22.163658,16.586226,0.0,18.051119,26.524542,0.0,22.072739,0.0,25.102512,0.0,0.0,20.890375,18.476652,14.958227,0.0,11.815424,2.6320922,15.844832,0.0,0.0,12.963695,4.0886583,0.0,0.0,3.730269,3.8014073,7.9189744,21.353554,0.0,0.0,26.40085,5.8359075,0.0,0.0,15.4588785,19.097006,19.392416,0.0,0.0,26.044535,24.827942,17.723808,0.0,0.0,5.5857306,2.884497,20.697018,0.0,13.865774,17.696486,0.0,29.284117,22.636166,24.419514,14.927405,8.668011,0.0,8.666443,24.95118,0.0,0.0,0.0,0.0,0.0,0.0,22.89969,0.0,12.396816,16.652016,0.0,19.521458,27.807802,4.732577,0.0,26.373833,0.0,0.0,0.0,21.440456,0.0,18.170734,5.474019,0.0,2.2034874,0.0
F,17.199184,16.690708,20.659206,1.2746623,9.291966,0.0,0.0,0.0,20.763063,14.65642,16.231068,0.0,17.513672,0.0,28.354078,0.0,0.0,7.410436,0.0,20.02707,20.36515,30.327576,2.4892216,16.075146,10.626075,13.113147,4.554725,13.843494,0.0,4.3279457,0.0,6.099134,0.0,0.0,0.0,24.565735,21.547592,2.1943278,2.7976751,0.0,0.0,12.611317,15.645429,0.0,27.149395,18.010366,0.0,13.649254,16.848274,22.610476,0.0,19.817738,0.11648338,21.043392,0.0,16.70655,23.47459,28.339552,20.778168,5.5077553,22.55571,21.771156,9.823424,0.0,0.93704766,9.585113,5.0147805,18.287169,4.779186,0.0,8.248904,18.801828,4.719952,9.169894,4.726412,19.36862,0.0,2.288318,0.0,0.0,0.0,0.0,17.464226,27.700808,0.0,0.0,22.474012,23.488745,20.621054,25.696003,15.265814,8.171655,0.0,1.7334756,9.463665,23.30125,16.497644,23.290419,22.134052,22.167822,3.7430706,0.0,23.8549,0.0,18.54232,18.83152,0.0,25.4455,1.9870259,0.0,0.0,20.833422,19.184635,12.726099,3.2277489,19.81494,17.38145,0.0,16.752645,25.337488,0.0,21.205896,0.0,24.940588,0.0,0.0,16.93985,20.23519,15.472822,0.0,13.402827,1.157361,14.688078,0.0,0.0,12.146267,3.1974552,0.0,0.0,5.3523536,9.027446,11.655318,17.261364,0.0,0.0,20.733446,5.843786,0.0,0.0,14.7112255,18.240072,20.626783,0.0,0.0,25.498285,25.055998,22.773952,0.0,0.0,2.463453,2.7657294,20.191538,1.0466845,16.874325,17.825405,0.0,28.188375,21.143526,20.913168,15.800586,8.614029,0.0,13.708034,24.9077,0.0,0.0,0.0,0.0,0.0,0.0,16.62183,0.0,15.355425,21.651905,0.0,18.08916,27.634651,7.592029,0.0,25.13945,0.0,0.0,0.0,21.683043,0.0,21.838608,4.032437,0.0,1.8984045,0.0
