element,Number,MendeleevNumber,AtomicWeight,MeltingT,Column,Row,CovalentRadius,Electronegativity,NsValence,NpValence,NdValence,NfValence,NValence,NsUnfilled,NpUnfilled,NdUnfilled,NfUnfilled,NUnfilled,GSvolume_pa,GSbandgap,GSmagmom,SpaceGroupNumber,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Mn,25.0,52.0,54.938045,1519.0,7.0,4.0,139.0,1.55,2.0,0.0,5.0,0.0,7.0,0.0,0.0,5.0,0.0,5.0,10.4875862069,0.0,0.000310120689655,217.0,0.0,3.0537555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0634727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.754772,0.0,0.0,0.0,0.0,0.0,1.5905695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.198948,0.0,0.0,0.0,0.0,0.0,0.0,15.9286375,16.893736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5688283,21.212315,0.0,0.0,0.0,0.0,0.0,8.932818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0608225,0.0,0.0,0.0,9.479692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.720521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.544203,0.0,0.0,0.0,5.6084523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.818962,0.0,0.0,27.58664,0.0,0.0,0.0,0.0,0.0,0.0,28.307444,0.0,9.589603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fe,26.0,55.0,55.845,1811.0,8.0,4.0,132.0,1.83,2.0,0.0,6.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,10.73,0.0,2.1106628,229.0,0.0,0.69842935,0.0,0.0,0.0,0.0,0.3781152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.639762,0.0,0.0,0.0,0.0,0.0,1.952971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.037729,0.0,0.0,28.578484,0.0,0.0,0.0,0.0,0.0,0.0,24.353891,24.114672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.573112,13.236711,0.0,0.0,0.0,0.0,0.0,9.94858,0.0,0.0,0.0,0.9255251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.055619,0.0,0.0,0.0,12.085159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.707216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.301535,0.0,0.0,0.0,20.006628,0.0,0.0,0.0,0.0,0.0,0.88115585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.686825,0.0,0.0,33.96652,0.0,0.0,0.0,0.0,0.0,0.0,32.91729,0.0,8.396498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co,27.0,58.0,58.933195,1768.0,9.0,4.0,126.0,1.88,2.0,0.0,7.0,0.0,9.0,0.0,0.0,3.0,0.0,3.0,10.245,0.0,1.5484712,194.0,0.0,0.0,0.0,0.0,0.0,0.0,9.949352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47484747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.629143,0.0,0.0,0.0,0.0,0.0,0.41431248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.050848,0.0,0.0,0.0,0.0,0.0,0.0,9.009081,14.595237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.446684,0.0,0.0,0.0,0.0,0.0,6.430492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4737374,0.0,0.0,0.0,4.2584987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3703113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4414525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.615443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.258713,0.0,0.0,29.260954,0.0,0.0,0.0,0.0,0.0,0.0,23.104635,0.0,4.24286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ni,28.0,61.0,58.6934,1728.0,10.0,4.0,124.0,1.91,2.0,0.0,8.0,0.0,10.0,0.0,0.0,2.0,0.0,2.0,10.32,0.0,0.5953947,225.0,0.0,0.822555,0.0,0.0,0.0,0.0,14.434697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1527897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0316362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.474994,0.0,1.3438078,0.0,0.0,0.0,0.0,6.0800905,9.636336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.372969,0.0,0.0,0.0,0.0,0.0,5.9230127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9264474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0792134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1813806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.495356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.879576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.237556,0.0,0.0,29.586216,0.0,0.0,0.0,0.0,0.0,0.0,13.920057,0.0,1.2059131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cu,29.0,64.0,63.546,1357.77,11.0,4.0,132.0,1.9,1.0,0.0,10.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,11.07,0.0,0.0,225.0,0.0,2.2421107,0.0,0.0,0.0,0.0,10.812818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1305351,0.0,0.0,0.0,0.0,0.0,0.15894105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19742264,0.0,0.0,17.890888,0.0,6.3952575,0.0,0.0,0.0,0.0,15.735853,15.4075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.640791,12.087061,0.0,0.0,0.0,0.0,0.0,8.330926,0.0,0.0,0.0,0.9592162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712286,0.0,0.0,0.0,2.377832,0.0,0.0,0.0,0.0,2.2666378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.20772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.896965,0.0,0.0,0.0,14.579388,0.0,0.0,0.0,0.0,0.0,1.4322096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.619315,0.0,0.0,38.80547,0.0,0.0,0.0,0.0,0.0,0.0,15.610524,0.0,3.1032038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zn,30.0,69.0,65.38,692.68,12.0,4.0,122.0,1.65,2.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,13.96,0.0,0.0,194.0,0.0,1.0098314,0.0,0.0,0.0,0.0,20.92245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05794341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4338305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.027709,0.0,7.1034703,0.0,0.0,0.0,0.0,3.3707683,9.985219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.608196,0.0,0.0,0.0,0.0,0.0,6.572616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.961164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5737195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.079917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.504246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.352467,0.0,0.0,33.593487,0.0,0.0,0.0,0.0,0.0,0.0,10.230526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ga,31.0,74.0,69.723,302.91,13.0,4.0,122.0,1.81,2.0,1.0,10.0,0.0,13.0,0.0,5.0,0.0,0.0,5.0,18.8575,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,27.598976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029701864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2937819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0115998,0.0,14.808877,0.0,0.0,0.0,0.0,0.0,7.7535057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.502962,0.0,0.0,0.0,0.0,0.0,4.6171265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.851784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8870393,0.0,0.0,0.0,0.0,1.7390118,0.0,0.0,0.0,0.0,0.0,8.584045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.372736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.054821,0.0,0.0,32.745327,0.0,0.0,0.0,0.0,0.0,0.0,2.1680298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ge,32.0,79.0,72.64,1211.4,14.0,4.0,120.0,2.01,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,23.005,0.383,0.0,225.0,0.0,3.0873296,0.0,0.0,0.0,0.0,29.978197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8635414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5777583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9065,0.0,0.0,0.0,0.0,0.0,11.315832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5905542,12.477535,0.0,0.0,0.0,0.0,0.0,8.698549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18739222,0.0,0.3715374,0.0,0.0,0.0,0.0,0.0,0.0,21.799368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.555788,0.0,0.0,0.0,0.0,0.0,13.326398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.688202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.255437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4905915,0.0,0.0,28.06142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As,33.0,84.0,74.9216,1090.0,15.0,4.0,119.0,2.18,2.0,3.0,10.0,0.0,15.0,0.0,3.0,0.0,0.0,3.0,22.175,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,34.16746,0.0,0.0,0.0,0.0,0.0,1.8690159,0.0,2.6815119,0.0,0.0,0.6578963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6024072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.350249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.861093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.191856,0.0,0.0,0.0,0.0,0.0,15.599617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.867376,0.0,0.0,0.0,0.0,0.0,11.69406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.084231,0.0,0.0,0.0,0.0,18.844908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2237735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32296062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5070873,0.0,0.0,2.0175855,0.0,0.0,0.0,0.0,0.0,5.142342,0.0,0.0,2.8128605,0.0,0.0,0.0,0.0,0.0,0.0,3.4027977,0.0,4.0093017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Se,34.0,89.0,78.96,494.0,16.0,4.0,120.0,2.55,2.0,4.0,10.0,0.0,16.0,0.0,2.0,0.0,0.0,2.0,25.92,0.799,0.0,14.0,0.0,8.069798,0.0,0.0,0.0,0.0,18.730663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.184357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.532786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.268431,0.0,1.5002874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.23384,0.0,0.0,0.0,0.0,0.0,20.852762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.645649,16.29749,0.0,0.0,0.0,0.0,0.0,17.466064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.393416,0.0,0.0,0.0,17.348822,0.0,0.0,0.0,0.0,8.58653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1826982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.287359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.757662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.267094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4608359,0.0,0.0,11.641006,0.0,0.0,0.0,0.0,0.36095572,0.0,5.9502225,0.0,12.2307625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br,35.0,95.0,79.904,265.8,17.0,4.0,120.0,2.96,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,29.48,1.457,0.0,64.0,0.0,7.529114,0.0,0.0,0.0,0.0,14.346422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.967543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2704801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2364273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.119022,0.0,5.030499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.14622,0.0,0.0,0.0,0.0,0.0,6.331536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2622185,9.340698,0.0,0.0,0.0,0.0,0.0,13.826285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6912885,0.0,1.0086192,0.0,9.071431,0.0,0.0,0.0,0.0,22.183441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.567041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01722636,0.0,0.0,0.0,0.0,0.0,13.90694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.371546,0.0,0.0,1.7627175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9740653,0.0,0.0,0.0,5.491313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kr,36.0,101.0,83.798,115.79,18.0,4.0,116.0,3.0,2.0,6.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,36.06,7.535,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2718434,0.0,0.3708303,0.0,0.466556,0.0,4.24161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1243742,0.8575388,0.0,0.8530722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5924436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0448334,0.0,1.0759354,0.0,0.0,0.0,0.0,0.0,0.0,0.8747345,0.0,0.0,0.0,9.061849,0.0,0.0,1.5795424,0.4355473,0.0,0.0,0.0,3.0189226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9621391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.457701,0.0,0.0,13.700457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0234395,0.0,2.9032204,0.0,0.0,0.0,0.0,0.0,0.0,0.69335556,0.0,0.5650696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6532209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.308055,0.0,3.8377428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09676934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1200076,0.0,0.6755008,0.0,0.0,0.0,0.0,0.0,0.41627878,0.0,1.6594905,0.0
Rb,37.0,4.0,85.4678,312.46,1.0,5.0,220.0,0.82,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,90.7225,0.0,0.0,229.0,0.0,7.567001,0.0,0.0,0.0,0.0,16.751104,0.0,1.7297461,0.0,0.0,0.0,0.0,0.0,19.008673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.15807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.514628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5568368,16.050991,0.0,0.0,0.0,0.0,0.0,10.926492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5142388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.275545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.194574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9388003,0.0,0.7611802,0.5992787,0.0,0.0,0.0,0.0,0.0,2.1700115,0.0,0.0,4.7154217,0.0,0.0,0.0,0.0,2.372955,0.0,0.0,0.0,0.97657853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sr,38.0,8.0,87.62,1050.0,2.0,5.0,195.0,0.95,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,54.23,0.0,0.0,225.0,0.0,14.000576,0.0,0.0,0.0,0.0,6.716508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.12699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.507041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2501526,0.0,0.0,0.0,0.0,0.0,0.28463507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.089784,25.57678,0.0,0.0,0.0,0.0,0.0,13.420752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6704645,0.0,0.0,0.0,2.4139588,0.0,0.0,0.0,0.0,6.2211633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.499839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.286808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4213867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.653743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.365039,0.0,0.0,17.040932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.027209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
