element,Number,MendeleevNumber,AtomicWeight,MeltingT,Column,Row,CovalentRadius,Electronegativity,NsValence,NpValence,NdValence,NfValence,NValence,NsUnfilled,NpUnfilled,NdUnfilled,NfUnfilled,NUnfilled,GSvolume_pa,GSbandgap,GSmagmom,SpaceGroupNumber,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Ho,67.0,33.0,164.93032,1747.0,3.0,6.0,192.0,1.23,2.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,3.0,3.0,30.7333333333,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1993845,0.0,8.6879835,0.0,0.0,0.0,9.504153,0.0,7.684684,0.0,0.0,0.0,0.0,0.0,0.0,0.26783046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.411235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94113964,0.0,0.0,0.0,0.0,14.388556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8118186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3895235,0.0,4.388625,1.0547574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.201462,12.530578,0.0,0.0,0.0,0.0,0.0,13.758816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34793404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22252844,0.0,0.0,0.0,0.0,0.0,2.901544,0.0,0.0,0.0,0.0,18.583124,0.0,0.0,0.0
Er,68.0,35.0,167.259,1770.0,3.0,6.0,189.0,1.24,2.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,2.0,2.0,30.585,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6251498,0.0,7.891999,0.0,0.0,0.0,8.092604,0.0,9.579303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2509292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.881589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18863916,0.0,0.0,0.0,0.0,14.573036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6025212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.935049,0.0,4.2430735,0.9445334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8920712,11.679184,0.0,0.0,0.0,0.0,0.0,12.361006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39433482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2923207,0.0,0.0,0.0,0.0,16.039267,0.0,0.0,0.0
Tm,69.0,37.0,168.93421,1818.0,3.0,6.0,190.0,1.25,2.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,1.0,1.0,29.78,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9667116,0.0,9.018292,0.0,0.0,0.0,11.30795,0.0,0.98324764,0.0,0.0,0.0,0.0,0.0,0.0,1.056394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12880063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5082023,0.0,0.0,0.0,0.0,7.4856462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.826694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8117046,0.0,2.0554736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4074124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.635055,14.898841,0.0,0.0,0.0,0.0,0.0,11.05572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0999583,0.0,0.0,0.0,0.0,0.0,4.861508,0.0,0.0,0.0,0.0,21.678707,0.0,0.0,0.0
Yb,70.0,39.0,173.054,1092.0,3.0,6.0,187.0,1.26,2.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,34.12,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089534685,0.0,6.392358,0.0,0.0,0.0,9.301,0.0,2.2297585,0.0,0.0,0.0,0.0,0.0,0.0,0.08790174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5232272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.566688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7632984,0.0,0.0,0.0,0.0,12.83406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6204457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.717996,0.0,3.5629396,1.1116488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.241351,11.356273,0.0,0.0,0.0,0.0,0.0,15.715898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0340614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4648582,0.0,0.0,0.0,0.0,0.0,2.4060407,0.0,0.0,0.0,0.0,17.317802,0.0,0.0,0.0
Lu,71.0,41.0,174.9668,1936.0,3.0,6.0,187.0,1.27,2.0,0.0,1.0,14.0,17.0,0.0,0.0,9.0,0.0,9.0,28.865,0.0,0.0022471,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13517474,0.0,7.6180444,0.0,0.0,0.0,10.126428,0.0,1.7180107,0.0,0.0,0.0,0.0,0.0,0.0,1.7177281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.975273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9526172,0.0,0.0,0.0,0.0,9.143133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0045776,0.0,2.9356213,0.29574317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82565594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.901847,13.26469,0.0,0.0,0.0,0.0,0.0,12.230734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7212323,0.0,0.0,0.0,0.0,0.0,4.2261896,0.0,0.0,0.0,0.0,20.676556,0.0,0.0,0.0
Hf,72.0,45.0,178.49,2506.0,4.0,6.0,175.0,1.3,2.0,0.0,2.0,14.0,18.0,0.0,0.0,8.0,0.0,8.0,22.2,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9717827,0.0,4.695015,0.0,0.0,0.0,9.576139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20803583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.690286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1350505,0.0,0.0,0.0,0.0,10.439433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41685867,0.0,0.0,0.0,10.702972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4177958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3350263,0.0,3.009789,0.3811146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9351344,10.023173,0.0,0.0,0.0,0.0,0.0,9.908753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.161958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09150577,0.0,0.0,0.0,0.0,0.0,3.4956307,0.0,0.0,0.0,0.0,9.426281,0.0,0.0,0.0
Ta,73.0,48.0,180.94788,3290.0,5.0,6.0,170.0,1.5,2.0,0.0,3.0,14.0,19.0,0.0,0.0,7.0,0.0,7.0,18.12,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4958093,0.0,0.94238776,0.0,0.0,0.0,7.3840775,0.0,3.3995278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13897571,0.0,0.0,0.0,0.0,0.0,0.0,7.971198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2321222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.636824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2401445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4242287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6253896,0.0,5.334983,2.5308616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58162886,5.307796,0.0,0.0,0.0,0.0,0.0,19.985785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.815957,0.0,4.1265965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7770348,0.0,0.0,0.0
W,74.0,51.0,183.84,3695.0,6.0,6.0,162.0,2.36,2.0,0.0,4.0,14.0,20.0,0.0,0.0,6.0,0.0,6.0,16.05,0.0,0.0,229.0,0.0,5.636574,0.0,0.0,0.0,0.0,7.368857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.802636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.316705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1939305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.631245,0.0,0.0,0.0,0.0,0.0,19.245703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6829565,18.226479,0.0,0.0,0.0,0.0,0.0,15.28043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.896623,0.0,0.0,0.0,19.222374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.802873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7770414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.306911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4688106,0.0,0.0,1.7706988,0.0,0.0,0.0,0.0,0.0,0.0,14.508773,0.0,14.385439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Re,75.0,54.0,186.207,3459.0,7.0,6.0,151.0,1.9,2.0,0.0,5.0,14.0,21.0,0.0,0.0,5.0,0.0,5.0,14.655,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,17.610882,0.0,0.0,0.0,0.0,0.0,11.205447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93126297,0.5083717,0.0,0.0,0.0,0.0,0.0,0.0,3.8181686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4938436,0.0,0.0,0.0,0.0,14.024605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5103941,0.0,0.0,0.0,15.769413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2950041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.600316,2.6313238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.094052,6.4321775,0.0,0.0,0.0,0.0,0.0,16.26968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.269188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7557628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Os,76.0,57.0,190.23,3306.0,8.0,6.0,144.0,2.2,2.0,0.0,6.0,14.0,22.0,0.0,0.0,4.0,0.0,4.0,14.09,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6256404,0.0,0.89140743,0.0,0.0,0.0,11.645566,0.0,0.0,0.0,0.0,0.26883304,0.0,0.0,0.0,0.03719701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7289597,0.0,0.0,0.0,0.0,0.0,0.0,3.8377533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2882407,0.0,0.0,0.0,0.0,12.976631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.641489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1988416,1.5715158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7960251,9.929113,0.0,0.0,0.0,0.0,0.0,18.071852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.545774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9750764,0.0,0.0,0.0,0.0,5.8497596,0.0,0.0,0.0
Ir,77.0,60.0,192.217,2739.0,9.0,6.0,141.0,2.2,2.0,0.0,7.0,14.0,23.0,0.0,0.0,3.0,0.0,3.0,14.21,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,24.78745,0.0,1.6981658,0.0,0.0,0.0,13.80174,0.0,0.0,0.0,0.0,0.6776646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0020673,0.22537935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2302847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8406248,0.0,0.0,0.0,0.0,12.1092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24077931,0.0,0.0,0.0,13.924906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.357521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7162104,2.3925176,0.0,0.0,0.0,0.0,1.3976074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3419192,11.328116,0.0,0.0,0.0,0.0,0.0,13.658286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6067617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2087262,0.0,0.0,0.0,0.0,0.6565652,0.0,0.0,0.0
Pt,78.0,63.0,195.084,2041.4,10.0,6.0,136.0,2.28,1.0,0.0,9.0,14.0,24.0,1.0,0.0,1.0,0.0,2.0,15.02,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,27.671398,0.0,1.3378992,0.0,0.0,0.0,6.769367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7995233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.021171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2254932,0.0,0.0,0.0,0.0,13.674749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40202087,0.0,0.21620063,0.0,2.6835775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.533606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.233333,3.756805,0.0,0.0,0.0,0.0,2.000194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8731896,5.2330437,0.0,0.0,0.0,0.0,0.0,15.662578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9958662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4503161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Au,79.0,66.0,196.966569,1337.33,11.0,6.0,136.0,2.54,1.0,0.0,10.0,14.0,25.0,1.0,0.0,0.0,0.0,1.0,16.7,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,27.120724,0.0,2.0761943,0.0,0.0,0.0,2.2738917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2252038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.564961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38624188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09847403,0.0,0.0,0.0,0.0,12.977835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23263103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9737716,3.706318,0.0,0.0,0.0,0.0,1.9030633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17361662,3.499874,0.0,0.0,0.0,0.0,0.0,12.217382,0.0,0.0,0.9811541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67580754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hg,80.0,71.0,200.59,234.32,12.0,6.0,132.0,2.0,2.0,0.0,10.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,25.2375862069,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,21.201366,0.0,3.162206,0.0,0.0,0.0,3.749399,0.0,1.7307968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.513798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.221622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72927076,0.0,0.0,0.0,0.0,7.749712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123662576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.361702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9271908,0.0,1.5182217,1.0964177,0.0,0.0,0.0,0.0,1.4501164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.124618,8.70295,0.0,0.0,0.0,0.0,0.0,7.159365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4756157,0.0,0.0,0.0,0.0,2.882586,0.0,0.0,0.0
