element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Pt,0.8072435855865479,1.8663965463638306,-1.3332769870758057,-1.4803975820541382,-0.12125995010137558,0.2627790570259094,-7.486939430236816,0.4564213156700134,-7.703426361083984,3.5991873741149902,-6.04008150100708,-0.7882456183433533,11.068623542785645,-7.973775386810303,-1.7643948793411255,-1.393254041671753,4.812597751617432,10.2745361328125,-1.1844687461853027,16.41227149963379
Au,0.07424741238355637,2.5838654041290283,-3.0376944541931152,7.084136009216309,2.181877613067627,2.755788803100586,-1.698980450630188,-1.0127507448196411,-6.121843338012695,2.282745361328125,-0.7543076276779175,0.808333158493042,10.825230598449707,-7.065398216247559,-0.4313300549983978,5.321633338928223,5.109880447387695,8.038145065307617,-1.0467580556869507,16.6241512298584
Hg,-0.8411320447921753,-2.8148038387298584,-3.0961384773254395,0.3371798098087311,1.456972360610962,5.466918468475342,0.5906469821929932,-0.6569732427597046,-3.7433722019195557,1.181463599205017,2.5703415870666504,-1.7572147846221924,1.6352962255477905,-4.291819095611572,1.1855666637420654,9.756997108459473,3.059875011444092,5.019374847412109,-0.7420172095298767,13.48414134979248
Tl,0.03266162797808647,-3.843160629272461,-4.98886251449585,-0.4894682765007019,-0.7557145357131958,9.169157028198242,-1.9739741086959839,-2.221564292907715,1.0710443258285522,-1.9439045190811157,5.052576541900635,4.317617416381836,4.440717697143555,2.1004397869110107,0.7383116483688354,13.259299278259277,1.1346385478973389,3.917703628540039,-1.3889955282211304,14.269301414489746
Pb,-1.6064932346343994,3.8822147846221924,-0.016802886500954628,-0.8600708842277527,-3.044363260269165,9.030778884887695,-2.7315542697906494,-0.7395074367523193,-0.06767486035823822,0.7944206595420837,-0.18872417509555817,-3.039060592651367,-6.84503698348999,-0.5878621339797974,4.460658550262451,7.1304216384887695,-1.4032069444656372,4.253592014312744,-1.9511703252792358,13.723966598510742
Bi,-3.8544836044311523,4.873660564422607,2.0369718074798584,1.7049540281295776,-2.202000617980957,7.842761993408203,0.5521749258041382,-12.110142707824707,-0.2102326899766922,2.2864632606506348,4.711071014404297,0.06294848769903183,0.10706548392772675,3.345411777496338,0.6294426321983337,0.6264715194702148,-7.956173896789551,1.5801982879638672,-2.1839206218719482,14.730230331420898
Ac,-0.294066846370697,0.3207492530345917,0.6582106947898865,-0.3084762394428253,-0.24243725836277008,0.29544204473495483,-1.13454008102417,-0.5116342902183533,-0.3079102635383606,0.9437394142150879,-0.29145970940589905,-0.19529485702514648,0.03337074816226959,-0.13529779016971588,-0.3209162652492523,1.7882466316223145,0.41159588098526,-1.9751882553100586,-0.8867857456207275,5.798431873321533
Th,0.540235161781311,-2.4102540016174316,0.781550407409668,0.6575416922569275,-0.9012267589569092,0.4445745646953583,-1.9630331993103027,1.2123767137527466,-2.466087579727173,1.1777311563491821,-1.5121222734451294,0.9285283088684082,-0.41692277789115906,0.7163779735565186,-1.1461455821990967,-0.8825337886810303,-1.3853464126586914,-4.549437999725342,-1.572550892829895,9.742749214172363
Pa,0.07817675918340683,-0.5405309200286865,-0.02324989251792431,0.13366778194904327,-0.5828837752342224,-0.31871384382247925,-0.2694079279899597,0.42887556552886963,-1.894384503364563,0.7441653609275818,-0.001173735479824245,1.0024775266647339,-0.28634902834892273,1.042606234550476,-0.6687787175178528,0.02872384339570999,-0.8898186087608337,-0.3101632595062256,-0.6889999508857727,4.500675678253174
U,0.8472224473953247,-3.1735808849334717,-0.3120674788951874,1.0499954223632812,-0.5816067457199097,0.08608999103307724,-1.77052640914917,1.1220619678497314,-4.612147331237793,0.8935981392860413,-1.4882832765579224,1.4985817670822144,-1.63221275806427,2.3320932388305664,-2.5029969215393066,-3.330890655517578,-1.8814396858215332,-5.226068019866943,-2.039824962615967,10.040510177612305
Np,0.193722665309906,-0.664130687713623,-0.3601488471031189,-0.08100762963294983,-0.26750198006629944,0.2793266177177429,-1.014981985092163,0.37720614671707153,-1.1258904933929443,0.6341226696968079,-0.37877357006073,0.6810978055000305,-0.1854310780763626,0.7663537263870239,-0.5909448266029358,-0.3498760461807251,-0.5655617117881775,-2.130429267883301,-1.0651054382324219,5.621563911437988
Pu,-0.0969860628247261,-0.6066415905952454,-0.21913892030715942,-0.0573573037981987,-0.2570241093635559,0.26457712054252625,-1.0744593143463135,0.23836703598499298,-1.0495858192443848,0.7697116732597351,-0.4398220479488373,0.49626463651657104,-0.1181139424443245,0.7410981059074402,-0.6904030442237854,-0.383295476436615,-0.632182776927948,-2.9615917205810547,-1.228076457977295,6.9994096755981445
