pairs,sub
Bi Ca,0.9976079202118716
Bi Cd,0.9974084045050484
Bi Ce,0.9978317836973958
Bi Cl,0.9961767286483321
Bi Co,0.9969275438422821
Bi Cr,0.9977857667998894
Bi Cs,0.9967050714494675
Bi Cu,0.9977637850143748
Bi Dy,0.9946390099373648
Bi Er,0.9973525717835511
Bi Eu,0.996688432111078
Bi F,0.9937750347446268
Bi Fe,0.9981584286762477
Bi Ga,0.99720417099851
Bi Gd,0.9971455901703462
Bi Ge,0.9970026747303853
Bi H,0.9951342179587721
Bi Hf,0.9974287848739186
Bi Hg,0.9967587728287579
Bi Ho,0.9957286175291306
Bi I,0.9956493854394304
Bi In,0.9848119826353638
Bi Ir,0.9952921413528497
Bi K,0.9930597909582201
Bi La,0.9972224158644798
Bi Li,0.9977139292154702
Bi Lu,0.996080736946881
Bi Mg,0.9980450484659754
Bi Mn,0.9962458279267749
Bi Mo,0.9970697607146384
Bi N,0.9905525813012229
B In,0.9838815124995356
Bi Na,0.9971538135958883
Bi Nb,0.9969831841421434
Bi Nd,0.9979811301191837
Bi Ni,0.9975470907774975
Bi Np,0.9950860372234983
Bi O,0.9951382931449767
Bi Os,0.996782311267383
Bi P,0.9944089337838128
Bi Pa,0.9913154045455416
Bi Pb,0.9977219738844
Bi Pd,0.9982018055474418
Bi Pm,0.9926033155571955
Bi Pr,0.9974671355734699
Bi Pt,0.9969798539108075
Bi Pu,0.9962480529556066
B Ir,0.9945529387554368
Bi Rb,0.9979093123087232
Bi Re,0.9978021476820873
Bi Rh,0.9958396219066896
Bi Ru,0.9973432587849933
Bi S,0.9930006072923065
Bi Sb,0.9976784432939587
Bi Sc,0.9960767187894424
Bi Se,0.9964596484524152
Bi Si,0.9978156620734999
Bi Sm,0.99629791700132
Bi Sn,0.997769293462071
Bi Sr,0.9966516716937917
Bi Ta,0.9971669091114451
Bi Tb,0.9953846534209474
Bi Tc,0.9937683856719809
Bi Te,0.9978832162989324
Bi Th,0.9923063877782786
Bi Ti,0.997512700242206
Bi Tl,0.9963266996999292
Bi Tm,0.9959336307092935
Bi U,0.9962307290772187
Bi V,0.9952822700302172
Bi W,0.9962935130767173
Bi Y,0.9972158271167242
Bi Yb,0.9969945935927925
Bi Zn,0.9979398076413325
Bi Zr,0.9970720946718513
B K,0.9942146734062924
B La,0.9964877689472346
B Li,0.9956197710597531
B Lu,0.9935735948686983
B Mg,0.9962871094797392
B Mn,0.9951398580024307
B Mo,0.9956040881133259
B N,0.9953096613858291
B Na,0.9959785595074795
B Nb,0.9968356960892995
B Nd,0.9956573823475734
B Ni,0.9946330602340084
B Np,0.9929737476500717
B O,0.9969601315731498
B Os,0.9931343233835768
B P,0.9949048401844011
B Pa,0.9947705320406842
B Pb,0.9963882998305499
B Pd,0.9961280136462467
B Pm,0.9951823253960382
B Pr,0.9964459414793089
B Pt,0.9945039744114488
B Pu,0.9925876264278531
B Rb,0.9970260116636407
Br C,0.9921740511289686
Br Ca,0.9975562772861094
Br Cd,0.998080148179631
Br Ce,0.9974355946872555
Br Cl,0.9987795787389623
Br Co,0.9961316780082909
Br Cr,0.9981051777141557
Br Cs,0.9972039271616641
Br Cu,0.9960405695040927
Br Dy,0.9962005151633331
B Re,0.9957140078816882
Br Er,0.9977232062524473
Br Eu,0.995695912816825
Br F,0.9972285465322615
Br Fe,0.9975541432057137
Br Ga,0.9971061494393911
Br Gd,0.9968090964167463
Br Ge,0.9966557635365347
Br H,0.9963272963567963
B Rh,0.9954651686304957
Br Hf,0.9977781774620815
Br Hg,0.9972462912387258
Br Ho,0.9967512883665695
Br I,0.9950304304670147
Br In,0.9824240131329299
Br Ir,0.9965694043892603
Br K,0.994770336282626
Br La,0.9970760300812219
Br Li,0.9979642888164058
Br Lu,0.9947137126392958
Br Mg,0.9975850378480082
Br Mn,0.997112712080856
Br Mo,0.994990096863902
Br N,0.9923498204308825
Br Na,0.9981832952949697
Br Nb,0.9969801585859437
Br Nd,0.9973588499320276
Br Ni,0.9961598114707134
Br Np,0.9954492912648297
Br O,0.9959147715879794
Br Os,0.9952036525480183
Br P,0.9946594472329913
Br Pa,0.9910828022848663
Br Pb,0.9972516555685526
Br Pd,0.9972240477229749
Br Pm,0.9947565541319441
Br Pr,0.9985257778081217
Br Pt,0.9962077071901526
Br Pu,0.9960404759270041
Br Rb,0.9982865204916942
Br Re,0.9969956879390007
Br Rh,0.9963912774252425
Br Ru,0.9965179474514991
Br S,0.9940117366116038
Br Sb,0.9968950280157172
Br Sc,0.9969291142990698
Br Se,0.9970493295782112
Br Si,0.9970360884159163
Br Sm,0.9960539255013536
Br Sn,0.9972960034255821
Br Sr,0.9973341267205499
Br Ta,0.9958070173154333
Br Tb,0.9965282553544856
Br Tc,0.9935958347626278
Br Te,0.9976727862675376
Br Th,0.9942168597921984
Br Ti,0.9975814449323146
Br Tl,0.9979636102120673
Br Tm,0.9959090575175735
Br U,0.997623389107027
B Ru,0.995095488888772
Br V,0.9968755588893046
Br W,0.996522906348027
Br Y,0.9955975943600065
Br Yb,0.9963920829322784
Br Zn,0.9965192182785862
Br Zr,0.9969932613900816
B S,0.9967739159680742
B Sb,0.9972380869553292
B Sc,0.9959739334808078
B Se,0.9945167384576026
B Si,0.9967772614273802
B Sm,0.9946800271673872
B Sn,0.9954419081755427
B Sr,0.9961924881126172
B Ta,0.9968560110524873
B Tb,0.9951826325481203
B Tc,0.9941358887941183
B Te,0.9948027887294955
B Th,0.9922198430194694
B Ti,0.996876688287018
B Tl,0.9943947272894651
B Tm,0.996290609829609
B U,0.9960938478345819
B V,0.9958501103592143
B W,0.9946053006888024
B Y,0.996956542010809
B Yb,0.9962104908266431
B Zn,0.9953316862819517
B Zr,0.9963122771735575
Ca Cd,0.998495748727355
Ca Ce,0.9985909023856813
Ca Cl,0.9981269627277078
Ca Co,0.9974065225101724
Ca Cr,0.9983757717031947
Ca Cs,0.9981529440648649
Ca Cu,0.9982875969946231
Ca Dy,0.9966656883803002
Ca Er,0.9976258883609659
Ca Eu,0.9979276689288168
Ca F,0.9965107772923786
Ca Fe,0.9980741706205124
Ca Ga,0.9982240990530078
Ca Gd,0.997971754990256
Ca Ge,0.9978684845391836
Ca H,0.9969379214301257
Ca Hf,0.9977215584479628
Ca Hg,0.9972259088442689
Ca Ho,0.9959366069031059
Ca I,0.9963020122009214
Ca In,0.9833487287349022
Ca Ir,0.99605248049376
Ca K,0.9950044884886928
Ca La,0.9978946424817224
Ca Li,0.99833133715772
Ca Lu,0.9965383816726383
Ca Mg,0.9989286973482913
Ca Mn,0.9976642654494396
Ca Mo,0.996740650616433
Ca N,0.9927337660728639
Ca Na,0.99861132844159
Ca Nb,0.9978071912720854
Ca Nd,0.9985679377827631
Ca Ni,0.9980698279513339
Ca Np,0.9969735225540247
Ca O,0.997277709346292
Ca Os,0.9970821855959537
Ca P,0.9962920421189114
Ca Pa,0.9940714075542788
Ca Pb,0.9984822532084828
Ca Pd,0.9986557156363757
Ca Pm,0.9947867419336807
Ca Pr,0.9982735443687776
Ca Pt,0.9976798965894829
Ca Pu,0.9972252640948809
Ca Rb,0.9980914258073437
Ca Re,0.998047948789297
Ca Rh,0.9969625798193751
Ca Ru,0.9973425477082385
Ca S,0.9954406119376241
Ca Sb,0.9968310588558338
Ca Sc,0.9972671209073068
Ca Se,0.9956833581982478
Ca Si,0.9986353170574045
Ca Sm,0.9964694790328336
Ca Sn,0.9980191726271854
Ca Sr,0.9986922645901088
Ca Ta,0.997660886325721
Ca Tb,0.9955922389783932
Ca Tc,0.9937685477628466
Ca Te,0.9979933780509109
Ca Th,0.9918816996228256
Ca Ti,0.9982904063402989
Ca Tl,0.9969075725978656
Ca Tm,0.9965856347442315
Ca U,0.9976898209591996
Ca V,0.9966261810804103
Ca W,0.9966435589735134
Ca Y,0.9973774982613633
Ca Yb,0.9973451795668773
Ca Zn,0.9982741701666555
Ca Zr,0.998463910263409
C Ca,0.9964374358164616
C Cd,0.9951975770746349
C Ce,0.9960273312073011
C Cl,0.9936945969318058
C Co,0.9921787368291948
C Cr,0.9959668230841998
C Cs,0.996258887558056
C Cu,0.9940367354294588
Cd Ce,0.9976028636283247
Cd Cl,0.9980310449666878
Cd Co,0.9970826691929797
Cd Cr,0.998317648694281
Cd Cs,0.9984480273322206
Cd Cu,0.9983116640013355
Cd Dy,0.9969461657338262
Cd Er,0.9973382885592137
Cd Eu,0.9950423990847931
Cd F,0.9950979668947547
Cd Fe,0.9982579991910605
Cd Ga,0.9980971282325608
Cd Gd,0.9977191927695837
Cd Ge,0.997920413524376
Cd H,0.9964292712741203
Cd Hf,0.9973678963960141
Cd Hg,0.9986024235176999
Cd Ho,0.9960880743650591
Cd I,0.9954275287763894
Cd In,0.9863005718045865
Cd Ir,0.9966148392155292
Cd K,0.9943830199668959
Cd La,0.9974282161590089
Cd Li,0.9977439151224688
Cd Lu,0.9941966067506087
Cd Mg,0.9978444424994815
Cd Mn,0.9982637129800329
Cd Mo,0.9965314356716696
Cd N,0.9935372443503175
Cd Na,0.9975924011848779
Cd Nb,0.9972465071501639
Cd Nd,0.9978772669366575
Cd Ni,0.9973210015780651
Cd Np,0.995762126012825
Cd O,0.9958250232083337
Cd Os,0.9957155045518872
Cd P,0.9957793541253903
Cd Pa,0.9928181148364363
Cd Pb,0.9981455905169136
Cd Pd,0.9986787446843297
Cd Pm,0.9960052889501948
Cd Pr,0.9981373923486386
Cd Pt,0.9976593125466989
Cd Pu,0.99526794650903
Cd Rb,0.9975395420098027
Cd Re,0.9969528130913525
Cd Rh,0.9966509747826352
Cd Ru,0.9966339110346659
Cd S,0.9957719157960616
Cd Sb,0.9959632747214465
Cd Sc,0.9976051418389449
Cd Se,0.9970055016652627
Cd Si,0.9975869729472495
Cd Sm,0.9949915036976438
Cd Sn,0.9978667133795844
Cd Sr,0.9971152409261449
Cd Ta,0.9962475736004179
Cd Tb,0.9963894401506819
